url,rating,title,pros,cons,advice,reviewer,datetime,language,id,culture_and_values_rating,diversity_and_inclusion_rating,work_life_balance_rating,senior_management_rating,compensation_and_benefits_rating,career_opportunities_rating,location,is_current_job,rating_ceo,rating_business_outlook,rating_recommend_to_friend
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW90203916.htm,4,Good place to work,"Many benefits, bike scheme, lunch, stocks for some higher functions. Beautiful office, many events. Strong work ethic",Nowdays it is challenging to grow as there are many caretakers roles rather then open vacancies.,,"Team Leader, Credit Control",2024-08-18T23:45:38.047,en,90203916,5,5,5,3,4,3,,True,DISAPPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW90112175.htm,5,"Fair employer, nice people","Good pay, good benefits, good work life balance",None none none none none,,Senior Machine Learning Scientist,2024-08-15T03:14:40.923,en,90112175,4,4,4,3,4,4,,True,NO_OPINION,NEUTRAL,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW90100290.htm,1,CSR,"OT got paid, free lunch, travel benefit",not flexible schedule and bad management,,Customer Service Representative,2024-08-14T16:07:56.610,en,90100290,0,0,0,0,0,0,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW90080199.htm,1,Horrendously bad management,"Hybrid Working Sytem, Good social environment.",The CEO is lack experienced and has major unnecessary trust issues. lack of benefits. and he comes off as immature and manipulative. He’s lost a lot of trust from his person because of his decisions. highly not recommended. You guys deserve better.,"Be mature and realize that if just one person dislikes you, there might be something wrong with that person. But if everyone who has worked with you dislikes you, time to reflect on yourself.",,2024-08-14T05:55:16.093,en,90080199,2,2,1,1,1,1,,False,DISAPPROVE,NEGATIVE,NEGATIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW90076902.htm,4,Frontend roles don't have much growth,"Booking has an excellent international work culture. You get to work from folks from around the world, and that is itself a learning experience. The work-life balance is excellent and their recent policy change for 22-weeks paternal leave is super awesome. Sprint plannings ensure that you're not overloaded, and you can always find time for family and your personal life.
Teams work in small sizes so you get to interact with all the stakeholders so that's a very positive side.
When you join, their relocation team ensures that your experience is seamless. They put the stress out of concern when you think you're moving to a new country.

And don't forget the compensation: it's best in the market! I mean, I've interviewed with FAANG companies and only a very few of them have been able to match my compensation.","Moving up the ladder within company, unless you're a fullstack dev, is difficult. There's barely any innovation, or scope for it, unless you work for a core team that develops one of the inhouse frameworks. After a while, the boredom gets you. With each passing year, you understand how detrimental all of it is for your career.
You can learn new tech, but on your own, because most of the times, it won't align with team requirements. Again, unless something falls within the policy, it ain't gonna happen. Policy runs everything here, from people to process.","Be more flexible. Do the right thing, not just say it. Don't back off just because you're afraid of losing.",Frontend Software Engineer II,2024-08-14T03:49:10.960,en,90076902,5,5,5,3,5,2,,True,APPROVE,NEGATIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW90072659.htm,4,Awesome work culture and high tech work tools,"I believed that this company one of the best i worked for , its corporate but still good for development, the HR especially, they really nurtured you",The disagreement between the top level management,More transparency,Junior Marketing Associate,2024-08-14T00:25:50.120,en,90072659,5,5,5,4,5,5,,False,,,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW90069265.htm,4,Worth it,Good company culture and team,Limited growth opportunities for region,,Account Executive,2024-08-13T21:23:53.743,en,90069265,0,0,0,0,0,0,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW90046735.htm,5,5,"great team, good benefits, and a location",The job is repetitive and there's a low chance to advance,,Customer Service Representative,2024-08-13T08:00:28.783,en,90046735,0,0,0,0,0,0,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW90036361.htm,4,Project manager,Good benefits and good pace of workload,Not exactly what I would want to do,,Project Manager,2024-08-13T01:48:29.723,en,90036361,0,0,0,0,0,0,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW90036345.htm,5,The balance,"It is a place of balance. You do your work, you get the reward you deserve. You want more balance towards your personal life - you can have it as long as you do your work. This place makes me a better father, person, friend, colleague, professional.",Not for corporate sharks so don't bother if you are one of them,,,2024-08-13T01:47:55.877,en,90036345,5,5,5,5,5,5,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89997755.htm,4,Great people at work,"It has a great culture, values and great colleagues. Also a good work life balance.","Specially if you grow internally, they keep the salaries low.",,Project Manager,2024-08-12T00:31:29.920,en,89997755,4,4,4,4,3,4,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89944102.htm,5,Amazing work life balance,Very good and flexible environment,Nothing I can think of,,Senior Product Manager,2024-08-09T08:09:33.523,en,89944102,5,5,5,5,5,4,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89938179.htm,5,Company Review,"Overall amazing experience, very international setting and fast-paced development",Still moving on from the Start-up mindset into a corporate / full scale tech company,,Senior Strategy Associate,2024-08-09T04:31:33.643,en,89938179,5,5,5,5,5,5,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89864272.htm,4,Great culture and company to work in NL,"Market leaders
Great salary package as a whole","Dynamic culture and leadership
Lack of clarity while setting up goals",,IT Risk Manager,2024-08-07T04:56:11.737,en,89864272,5,5,5,4,5,4,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89844178.htm,5,Best company ever,"Flexibility, benefits, salary, learning and brand recognition",No cons except for the changing factor,,Account Manager,2024-08-06T13:50:25.300,en,89844178,0,0,0,0,0,0,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89840273.htm,5,Great company to build professional skills and lifetime connections,One of the top technology travel companies in the world.,"multinational corperation, has a strict age bias for sales positions",,Account Manager,2024-08-06T11:45:45.987,en,89840273,5,5,5,5,5,5,,False,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89831968.htm,4,Friendly team,Shared goals. Adequate training. Solid team. Nice benefits,Allot of pressure. Not sure of pathways away from customer service within company,,Customer Service Representative,2024-08-06T08:03:17.420,en,89831968,4,4,5,4,3,3,,True,,,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89822792.htm,4,Good Experience and fair compensation,"Hybrid Model
Good environment
Friendly colleague attitude","Corporate model structure when communicating with Headquarters and it's several departments
Lack of clear guidelines in different crucial matters",,Partner Services Coordinator,2024-08-06T01:43:22.110,en,89822792,5,5,5,5,5,3,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89793548.htm,5,Account Management in Booking.com,"Big tech company, Global leader, Several Benefits",Career growth is concentrated in the HQ,,Account Executive,2024-08-05T06:30:57.247,en,89793548,0,0,0,0,0,0,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89792961.htm,4,Nice place ,A lot to learn and understand,No too much cons when you are new,,Management Trainee,2024-08-05T06:09:24.343,en,89792961,4,4,4,4,4,4,,False,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89792304.htm,5,Amazing company to work in,"Good office, good food, nice people, a lot of events, diverse staff, inclusive.",Tech stack is a bit legacy but working on modernization.,,Data Engineer,2024-08-05T05:44:43.297,en,89792304,5,5,5,5,5,5,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89791477.htm,5,Great people to work with,"Work-life balance 
Innovation
Inclusiveness
Personal development and career opportunities 
People/collaboration 
Hybrid working 
Working from abroad possibility 
Number of PTOs and other leaves 
Attention to mental health
Managing style 
Office structure and location 
Culture",complexity of working in such a big company might be a bit challenging sometimes,,Global Senior Knowledge Management Process Specialist ,2024-08-05T05:12:01.110,en,89791477,5,5,5,5,5,5,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89789468.htm,3,Good company but has gone corporate,"Overall not a bad company to work for. Really good colleagues who are always willing to share knowledge and help. Working conditions are really good. Nice office, flexible WFH policy.","This company has gone full corporate. Top down decision making, not room for bottom up innovation (at least in the area where I work). Market has slowed down so it's hard to advance with no turnaround, and company is clearly in cost saving mode.",,Senior Engineering Manager,2024-08-05T03:42:57.887,en,89789468,5,4,5,2,4,2,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89788207.htm,4,"Great salary and Team, Limited Carreer Growth","The company offers a competitive salary and a fantastic team environment, which makes for a supportive and enjoyable workplace.","However, career advancement opportunities are limited unless you relocate to the headquarters. If you are seeking significant career growth, this may be a consideration.",,,2024-08-05T02:41:27.320,en,89788207,4,5,4,4,4,3,,False,NO_OPINION,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89775966.htm,5,Great - but some cultrual challenges,"Fantastic benefits, flexibility and lunches",The company is without formal governance and processes in places. Too large of an emphasis on project management.,,Senior Specialist,2024-08-04T13:07:29.927,en,89775966,0,0,0,0,0,0,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89750392.htm,5,Amazing place to work,"Nice atmosphere, beautiful building, nice food",Nothing bad with the company,,IT Support Specialist,2024-08-03T00:41:51.173,en,89750392,5,5,5,4,4,4,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89738859.htm,4,Great work environment,"Managers were very helpful
Office space was brand new",Late shifts were common for newcomers,,Customer Service Specialist,2024-08-02T12:05:28.783,en,89738859,0,0,0,0,0,0,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89721196.htm,5,Great company to work for ,"Autonomous, ownership, Lots to learn, great people",Slow in decison making at times,,,2024-08-02T00:00:26.587,en,89721196,0,0,0,0,0,0,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89697589.htm,4,Good times,"Great colleagues, good pay, HQ is located at a prime location","The amount of work hours, some colleagues are not that fast",,Project Manager,2024-08-01T07:45:30.267,en,89697589,4,5,4,5,5,5,,False,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89664455.htm,5,Great employer,"Great team, very fair salary &amp; benefits, inclusive and innovative",Limited career opportunities in local offices,,Market Team Manager,2024-07-31T09:24:48.593,en,89664455,5,5,5,4,5,3,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89664162.htm,3,Good People but room to grow,"- surrounded by talents 
- company does care about day to day well-being and learning oriented
- strong worklife balance culture","- decision mostly done from the HQ and local would need to follow, sometimes takes interesting time length to finalize 
- career growth is limited if you are not in the HQ
- pay may vary depends on the location 
- highworkload, could be like you're doing two people's job with 1 person salary",,Outbound Executive,2024-07-31T09:16:28.957,en,89664162,5,4,5,3,3,3,,True,NO_OPINION,NEUTRAL,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89653238.htm,4,Nice work culture,Work culture is very good,Promotion process depends on a lot of things rather than just the core engineering skills,,Software Engineer -2,2024-07-31T03:31:32.503,en,89653238,5,5,4,3,4,3,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89616874.htm,4,Great Culture,The company genuinely is very employee centric,I don't see anything specific,,,2024-07-30T04:27:59.707,en,89616874,0,0,0,0,0,0,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89601269.htm,3,Food,Always lots of food for EVERY Occasion,"Depending on your team lead, expectations are always different",,SAHM,2024-07-29T15:44:37.547,en,89601269,0,0,0,0,0,0,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89592286.htm,5,Booking review,"-free food
-diverse work place
-travel credit","-support mass tourism, not environmently friendly",,Software Engineer,2024-07-29T10:53:00.500,en,89592286,4,5,4,4,5,5,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89583737.htm,3,Observations,"Collaborating with global teams, being part of a diverse and inclusive culture, and working with great team players and competent, caring leaders in some parts of the organization (not all).","Limited or no advancement opportunities in certain areas. Complicated organizational structure.
Too many initiatives running in parallel without alignment, leading to inefficiencies and waste. 
Frequent changes and reorganizations without fully considering the impact on the affected employees.","As leaders stay connected with the people doing the real work at the team level, there are great leaders who facilitate this through deliberate weekly or monthly in-person gatherings at the office. They consistently maintain a people-centric mindset, which ultimately fosters customer-centricity.",Agile Coach,2024-07-29T06:46:55.070,en,89583737,2,3,4,2,3,2,,True,NO_OPINION,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89581651.htm,5,Customer service partner support,"Very good company to work with
Working environment is perfect with all equipment provided",The CS team was current moved to outsource company and is not part of the main company anymore.,,Customet Service Representative,2024-07-29T05:40:06.910,en,89581651,5,5,5,4,4,3,,False,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89546050.htm,4,Nice stable company,People are very nice with excellent communication skills. Huge customer base,"As with large corporates, work processes can be very slow sometimes",,Senior Android Engineer,2024-07-27T08:49:14.217,en,89546050,4,4,5,3,4,5,,True,NO_OPINION,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89487315.htm,4,Nothing,Nothing Nothing Nothing Nothing Nothing,Everything Everything Everything Everything Everything,,Software Engineer -2,2024-07-25T08:20:42.773,en,89487315,0,0,0,0,0,0,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89480495.htm,3,CR experience only,handling customer complaints can be too demanding,good benefits such as free lunch everyday and medical insurance,,Customer Relations,2024-07-25T05:04:24.523,en,89480495,3,3,4,2,4,2,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89477159.htm,5,Excellent,"Very good benefits
Good enviroment",Company transfer employees to other company,,Operations Executive,2024-07-25T02:49:15.433,en,89477159,5,4,4,3,5,4,,False,APPROVE,NEGATIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89465767.htm,4,Great,"Good pay 
Good co workers",Nothing i can think of,,Account Manager,2024-07-24T17:39:58.960,en,89465767,0,0,0,0,0,0,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89435992.htm,1,Great,Pay scales are great and space for growth,Bad management are not trwined well,,Customer Service,2024-07-24T01:34:07.990,en,89435992,0,0,0,0,0,0,,False,DISAPPROVE,NEGATIVE,NEGATIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89428322.htm,4,Salary ,"Good company, nice environment, free food, nice events, good benefits.",Salary could be higher and the work volume is very high.,,Customer Service Senior Associate,2024-07-23T19:10:54.067,en,89428322,5,5,5,4,4,4,,False,APPROVE,,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89387737.htm,4,Good pay,"Good pay, good colleagues and chill culture",Slow promotion and lack of passion,,Software Engineer,2024-07-22T18:38:50.897,en,89387737,4,5,5,4,4,3,,True,,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89187068.htm,3,Disconnect in company culture,"- good employee benefits
- vast amount of training models","- company culture does not translate to team culture
- no real investment by team leads in seeing you grow
- senior management don’t always mean what they say",,Financial Controller,2024-07-16T04:47:50.210,en,89187068,2,4,3,2,4,3,,False,NO_OPINION,NEUTRAL,NEGATIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89184688.htm,4,"Wonderful colleagues, good vibe","Colleagues from all over the world, so the vibe is really open and chilled. Good work life balance. Good salary and benefits. Nice office. But note the vibe varies a lot from team to team.","Like all big companies, you feel like an unimportant part of a big machine - not easy to get sense of achievement or value. it takes forever to get job done or get answers due to layers and layers of hierarchy. Due to cost control, the benefits are getting reduced.",N.a,Financial Analyst,2024-07-16T03:12:55.727,en,89184688,4,4,4,4,4,4,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89168852.htm,5,Salary Solution Architect,"Great benefits, amazing paternity leave","Some teams aren't good like data team, central tech. No clear leadership / guidance",Focus on your people. Be the amazing company you once were.,Solutions Architect,2024-07-15T14:21:56.470,en,89168852,3,5,5,4,5,5,,False,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89167180.htm,3,Low wages,"Good employee benefits, possible additional leave accrued with period of work","Poor wages, bonus has been descreased over the last years of work.",,Sales Representative,2024-07-15T13:23:49.360,en,89167180,0,0,0,0,0,0,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89166406.htm,4,Amazing with employees,"Dynamic and fun environment, they offer many benefits",Too difficult to deal with clients,,CSA - Customer Service Associate,2024-07-15T13:00:28.257,en,89166406,4,5,2,2,3,2,,False,APPROVE,,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89155131.htm,5,Good Company with perks and benefits,"- Culture of a product based company
- Work life balance is encouraged in Amsterdam office
- Extra benefits on making hotel and flight bookings through Booking.com app
- Free food
- Managers are supportive
- Good pay as per market standard","- The processes are not organised
- Sometimes there is an ego war between India and Amsterdam centres",- Organise the processes and document them for an easier understanding of someone who joins the team,SAP Treasury Specialist,2024-07-15T07:40:05.223,en,89155131,5,5,4,4,4,4,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89145343.htm,5,Crossed my 3rd month since joining,"THE best place to work at in Netherlands. Great office, benefits. Amazing Engineers and Managers.",Nothing that I can spot do far.,,Full Stack Engineer II,2024-07-15T01:28:58.637,en,89145343,5,5,5,5,5,5,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89110322.htm,4,Never ever,The food was nice but environment was different,"Big name, yes very big name.",You should listen to your employee more.,Customer Service Specialist,2024-07-13T02:01:10.203,en,89110322,4,2,5,1,3,4,,True,DISAPPROVE,NEGATIVE,NEGATIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89091951.htm,4,Golden Cage,"Without a doubt, salary is the main plus of the company, especially in tech core jobs.
Work-life balance is also good","Poor Management
Terrible promotion policies, very subjective
Unclear career paths",,Fraud Analyst,2024-07-12T08:34:19.127,en,89091951,3,5,5,2,5,2,,True,DISAPPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89086825.htm,3,Nice place to work,"Good place to work, nice people.","Managers are not the best mostly, you need to be a friend of them to get promotions or better projects",Be more fair with the people and their capacity.,Account Coordinator,2024-07-12T05:42:03.893,en,89086825,3,3,3,3,3,3,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89082979.htm,5,It was great,Genuinely they tried to make employees happy even if it was a HUGE company,i enjoyed it all in all,,Trainer,2024-07-12T02:54:11.563,en,89082979,5,5,5,5,4,5,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89058029.htm,5,Great place to work,Great place to work in an international environment,Communication can sometimes take time given the size of the company,,Operations,2024-07-11T09:21:11.587,en,89058029,0,0,0,0,0,0,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89041636.htm,2,"great at first, a mess currently",lots of things to do and learn,all fun and games until it comes to money,reward developers according to technical capabilities or you'll end up retaining the least capable,Software Engineer II,2024-07-10T23:39:34.723,en,89041636,2,4,2,2,2,1,,True,NO_OPINION,NEUTRAL,NEGATIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89005728.htm,4,Good employer ,"Salary
Lunch options 
Development possibilities (access to courses platforms etc)","Long interview process
Not enough flexibility for 10h shifters",,Customer Service Representative,2024-07-10T01:43:45.843,en,89005728,4,4,3,3,4,4,,False,DISAPPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW88981927.htm,4,Senior Account Manager,"A great place to work, a good environment.",A lot of trips to visit clients.,,Senior Account Manager,2024-07-09T09:33:05.370,en,88981927,5,5,3,5,3,5,,False,NO_OPINION,NEUTRAL,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW88973376.htm,2,A year as Customer Service Specialist,"You get to work with different nationalities, and lovely folks in your team, and my team leads were amazing","The work is not equally easy splitted between the languages that you need to support, so if you are supporting a language that is spoken by limited amount of people then you have to face more phone time, than e-mail or chat support, which for a longer run can be very exhausting. Some of the quality checks on my specific language was unfair as on many occasions the person who did our evaluations could not even speak our language and deducted points for certain grammar specifications that would not make sense in english or via Google translator, which then obviously affected our perfomance and neither our team leads could do anything against this nonsense. Of course most of the time the best performing folks were on the FR, EN, ES, IT line as you had more time on e-mails where you could close a case in seconds not like on the phone where on multiple occasions a day you received an extremely confusing case that required more time, focus and support than just a few minute call but then on the other hand it was not viewed as a great work opposed to the colleagues who kept closing items by sending a very generic e-mail template and then close the case again which obviously not solve the issue just move it further to another unfortunate colleagues in the future.
When help needed from the Seniors it was many times that the knowledge of the senior colleague was questionable and it was just better to hang up the phone and get randomly assigned to someone else.
On the other hand progressing further was easy within the company if you knew the right people, or worked hard.",It's been quite long that I worked there but I genuinely hope that they improved this,Customer Service Specialist,2024-07-09T05:38:44.653,en,88973376,2,5,3,2,3,4,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW88968644.htm,5,"Fantastic place to be, always","Culture, People management, clear objectives as an employee, unrivalled benefits.","Difficult to learn the business as it is so large, takes time to understand",,Junior Software Engineer,2024-07-09T02:29:36.220,en,88968644,5,5,5,5,5,5,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW88968416.htm,3,Great company,"Great team, great management and supportive culture",Little growth movement across the board,,Account Manager,2024-07-09T02:20:16.847,en,88968416,3,3,2,2,3,2,,False,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW88933093.htm,4,Lack of innovation,"pay, brand, people, culture and learning",lack of innovation and new things to try,,Sr. Product Manager,2024-07-08T04:27:31.223,en,88933093,3,5,5,2,4,2,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW88930685.htm,4,Benefits,"- Good Food options
- Commute allowance",Nothing that I think of.,,Software Engineer,2024-07-08T02:44:24.393,en,88930685,0,0,0,0,0,0,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW88901851.htm,5,Good,The best company for employee caring,Floating market as many competitors,,Customer Service Specialist,2024-07-06T13:13:24.533,en,88901851,0,0,0,0,0,0,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW88881897.htm,5,Good company,Very good company to work in,Nothing to say about cons,,Data Engineer II,2024-07-05T11:29:37.090,en,88881897,0,0,0,0,0,0,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW88826846.htm,5,Good company ,"Great culture, feels like family",Always changing processes need to keep up,,Account Executive,2024-07-03T14:40:22.290,en,88826846,0,0,0,0,0,0,,False,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW88795653.htm,5,Positive alignment towards your personal and career development,"- Company is very attentive and supportive towards your learning curve and your performance
- Managers within the country level are super friendly, supportive, understanding, and very knowledgeable to guide and pave the path for you to excel.
- Work life balance is supported, Travelling is encouraged
- Company laptop and cellphone is provided
- WFH arrangements helps","No Cons that I can think off. Ohh, maybe Data takes sometime to load. But thats manage-able!",,Account Manager,2024-07-02T19:50:33.097,en,88795653,5,5,5,5,5,5,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW88747808.htm,5,Great place to work,Culture is great and inclusive,Nothing Love it Best place to work,,Manager,2024-07-01T12:05:52.800,en,88747808,5,5,5,5,5,5,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW88742046.htm,5,Working in booking.com,"They have a good onboarding process that makes you feel part of the company from day one. They have an office environment that motivates you to go to work, with excellent benefits.",Can be challenging to manage all the information received.,,Credit Controller,2024-07-01T09:09:11.353,en,88742046,5,5,5,5,5,5,,True,,,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW88730892.htm,4,Good experience,"I love my team, the job is challenging, Contact with partners is interesting.","Stressfull because a lot of information everyday and a lot of task per day ( perf call, mail, picklist, inbound, meeting ect)",,Account Manager,2024-07-01T02:40:40.847,en,88730892,5,5,4,5,5,4,,True,,NEGATIVE,POSITIVE
