,source,id,rating,culture_and_values_rating,work_life_balance_rating,senior_management_rating,compensation_and_benefits_rating,career_opportunities_rating
329,indeed,1ggidq0irk24s800,5,0,0,0,0,0
330,indeed,1ggc7oi6bjk9h800,3,5,5,3,3,3
331,indeed,1gfvqs86cii2h802,2,0,0,0,0,0
332,indeed,1gfuv808qmjh3802,3,3,3,1,3,2
333,indeed,1gftu7spvj4op801,3,0,0,0,0,0
334,indeed,1gf3s1hv2jl0n801,5,5,5,5,5,5
335,indeed,1gf1afen3i7nu801,3,1,3,3,5,2
336,indeed,1gf1446isi80g800,5,5,5,5,5,5
337,indeed,1gekbsbl0i80g800,5,3,4,3,4,4
338,indeed,1ge5tpqh8icba800,1,1,3,1,1,1
339,indeed,1ge257ecumb24800,4,5,3,4,4,3
340,indeed,1gdjaf6hricba802,1,1,1,1,1,1
341,indeed,1gde89abbmnbq800,3,3,3,5,1,3
342,indeed,1gd345lgvmb24800,5,5,5,5,5,5
343,indeed,1gbvts2jtj3vv800,1,1,1,1,1,1
344,indeed,1gbb2q32sjkbi800,3,3,3,2,5,2
345,indeed,1gatpv0cm2gn1002,2,3,3,2,1,1
346,indeed,1garg0vv92fee002,3,4,3,3,3,1
347,indeed,1gajbq4qrk9af800,4,5,4,4,5,4
348,indeed,1ga4kf5fik6f6802,1,1,2,3,1,2
349,indeed,1ga050cs6kblr800,4,4,4,4,4,3
350,indeed,1g9ki01i2i14l802,3,3,3,3,5,1
351,indeed,1g97ul676grhi800,4,0,0,0,0,0
352,indeed,1g8uv6pdfh5gj800,4,3,4,3,3,4
353,indeed,1g8nhvkioirqk802,3,1,2,2,1,1
354,indeed,1g86lniecg82d800,5,5,5,5,5,4
355,indeed,1g841pjgi23jb000,3,0,0,0,0,0
356,indeed,1g80ki1gig82d800,2,2,3,1,3,2
357,indeed,1g7qijh6ais9u802,4,4,4,3,5,4
358,indeed,1g7khgb8asu3i800,1,1,3,1,3,1
359,indeed,1g7gi8j4di39t802,4,4,4,3,4,4
360,indeed,1g7cosr292pve001,4,4,4,3,4,2
361,indeed,1g700l8nvj3vt801,4,4,3,4,4,3
362,indeed,1g6qf047ii43q802,5,4,0,4,4,4
363,indeed,1g6o4f9jmjv5h802,4,4,4,3,5,5
364,indeed,1g6me0fgqj9io802,4,3,3,4,3,3
365,indeed,1g5kvbnqqltcr800,3,4,4,3,3,5
366,indeed,1g5ic2te9kmej802,4,5,4,4,3,3
367,indeed,1g5b99ic738qe002,4,4,5,2,3,4
368,indeed,1g56l9bnut3cg802,5,0,0,0,0,0
369,indeed,1g54trsgak99d800,4,4,3,5,3,4
370,indeed,1g50l677nt4ul800,5,0,0,0,0,0
371,indeed,1g4esr3rllg9t801,4,3,4,4,3,3
372,indeed,1g3sm3i92t58o800,1,1,1,1,1,1
373,indeed,1g3rfemmajm5n802,5,5,5,5,5,5
374,indeed,1g3r5i815i80k802,5,5,5,5,5,5
375,indeed,1g3pc5fslicbp802,2,1,2,1,3,2
376,indeed,1g3kosdi2i7ku802,3,3,3,3,3,3
377,indeed,1g3efqploi80k802,1,1,1,1,1,1
378,indeed,1g3ebjp2ric91802,5,5,5,1,5,5
379,indeed,1g2pdl541m6e8800,4,4,4,3,4,4
380,indeed,1g2l13crnt1ci801,5,5,5,4,4,5
381,indeed,1g2ifqv5osu2n801,4,5,4,4,4,4
382,indeed,1g1qa57vqsu2n802,5,5,4,5,5,3
383,indeed,1g1p73unbsu1m800,5,5,5,5,5,5
384,indeed,1g1f79tvnpkjf800,3,1,3,2,1,1
385,indeed,1g1eb2enh2f42001,1,1,1,1,2,1
386,indeed,1g19tf238ocra802,5,5,5,3,2,3
387,indeed,1g16dait1pkem802,2,1,1,2,3,1
388,indeed,1g0fiam6fsu39800,5,5,5,5,0,5
389,indeed,1g08ff07uk24g802,4,5,3,3,5,3
390,indeed,1fvsl3tubt4jb800,4,4,3,4,3,4
391,indeed,1fviiru8lh0in802,4,4,4,1,3,1
392,indeed,1fuq2q92mhich802,3,3,3,4,2,2
393,indeed,1fueq5gnnt5js801,3,4,4,4,4,4
394,indeed,1fue5fv1a2106000,3,4,5,3,4,4
395,indeed,1fuc9bm8kg824801,5,5,4,5,5,4
396,indeed,1ftseaqgdi81f800,4,5,4,4,4,4
397,indeed,1ftqt67fh3gu0000,1,1,3,1,1,1
398,indeed,1ftofr8l8gpe1800,1,1,1,1,1,1
399,indeed,1fthnk746k3pi800,4,5,4,5,3,2
400,indeed,1ft9fbj0mu1ec800,1,1,1,1,1,1
