,source,id,rating,culture_and_values_rating,work_life_balance_rating,senior_management_rating,compensation_and_benefits_rating,career_opportunities_rating
129,glassdoor,84589031,5,0,0,0,0,0
130,glassdoor,84553110,5,5,5,5,5,5
131,glassdoor,84505488,5,5,5,5,5,5
132,glassdoor,84497533,3,2,3,3,5,3
133,glassdoor,84469015,5,5,5,3,5,5
134,glassdoor,84409917,5,5,5,5,3,4
135,glassdoor,84347619,4,0,0,0,0,0
136,glassdoor,84310839,4,4,4,4,4,3
137,glassdoor,84288201,5,4,2,1,5,1
138,glassdoor,84259392,5,0,0,0,0,0
139,glassdoor,84197535,5,5,5,5,5,5
140,glassdoor,84171572,5,5,5,5,5,3
141,glassdoor,84041613,5,3,4,0,3,4
142,glassdoor,84041021,5,5,5,5,5,4
143,glassdoor,84026772,5,0,0,0,0,0
144,glassdoor,84012027,5,5,5,5,5,5
145,glassdoor,83996604,3,4,4,1,2,5
146,glassdoor,83864281,5,5,5,5,5,5
147,glassdoor,83864230,4,0,0,0,0,0
148,glassdoor,83834979,4,5,3,4,4,4
149,glassdoor,83831142,5,5,5,5,5,4
150,glassdoor,83812755,5,0,0,0,0,0
151,glassdoor,83806667,5,5,5,5,5,5
152,glassdoor,83770792,2,0,0,0,0,0
153,glassdoor,83694036,5,5,5,5,5,5
154,glassdoor,83658053,5,5,4,4,5,5
155,glassdoor,83571140,4,5,3,4,4,4
156,glassdoor,83494437,5,5,5,5,5,5
157,glassdoor,83428904,5,5,5,4,4,4
158,glassdoor,83412922,5,5,4,5,4,4
159,glassdoor,83390576,5,5,5,5,5,5
160,glassdoor,83215097,4,4,4,3,4,5
161,glassdoor,83172817,1,1,1,1,3,1
162,glassdoor,83131128,3,4,5,2,5,2
163,glassdoor,83029939,5,0,0,0,0,0
164,glassdoor,82906365,5,5,5,5,5,5
165,glassdoor,82865247,3,3,3,3,4,2
166,glassdoor,82811804,4,0,0,0,0,0
167,glassdoor,82703003,3,2,5,2,5,2
168,glassdoor,82607451,5,5,4,4,3,4
169,glassdoor,82585672,5,0,0,0,0,0
170,glassdoor,82571403,5,4,4,2,4,4
171,glassdoor,82521335,5,5,5,5,4,5
172,glassdoor,82511576,5,5,5,5,5,5
173,glassdoor,82436029,5,4,4,3,5,4
174,glassdoor,82383806,2,1,1,1,4,3
175,glassdoor,82301386,4,5,5,3,4,3
176,glassdoor,82293480,5,5,5,5,5,5
177,glassdoor,82229772,5,5,5,5,5,5
178,glassdoor,82199375,4,5,4,2,3,1
179,glassdoor,82150786,5,5,5,5,5,5
180,glassdoor,82132398,3,0,0,0,0,0
181,glassdoor,82069382,5,5,5,4,5,3
182,glassdoor,82050811,2,1,1,1,4,1
183,glassdoor,82026246,5,0,0,0,0,0
184,glassdoor,81947309,5,4,5,4,4,3
185,glassdoor,81834160,5,5,5,4,4,5
186,glassdoor,81736339,5,5,5,5,4,3
187,glassdoor,81724495,5,5,5,5,5,5
188,glassdoor,81617826,3,3,3,2,4,3
189,glassdoor,81564434,5,0,0,0,0,0
190,glassdoor,81515144,1,1,1,1,1,1
191,glassdoor,81501279,3,4,4,1,4,4
192,glassdoor,81495440,4,0,0,0,0,0
193,glassdoor,81348064,5,5,5,5,4,2
194,glassdoor,81297147,5,5,5,5,5,5
195,glassdoor,81262240,5,5,5,5,5,4
196,glassdoor,81193984,5,0,0,0,0,0
197,glassdoor,81163806,1,0,0,0,0,0
198,glassdoor,81100272,5,5,4,5,5,4
199,glassdoor,81042173,5,5,5,5,5,5
200,indeed,1i1kov3ds3n4a001,5,5,5,5,5,5
201,indeed,1i3lv3gbtm3qm802,5,5,0,5,5,5
202,indeed,1i3lnrklvm3qm802,5,0,0,0,0,0
203,indeed,1i3e8mk75j3mq802,2,0,0,0,0,0
204,indeed,1i33vq02bj3mq800,5,0,0,0,0,0
205,indeed,1i2elo2n2j0gp801,5,0,0,0,0,0
206,indeed,1i29vsq20k613800,5,5,5,5,5,5
207,indeed,1i1vina4ugpe7800,4,0,0,0,0,0
208,indeed,1i1qd84a0k613800,4,0,0,0,0,0
209,indeed,1i1ot70mh2ff4002,4,0,0,0,0,0
210,indeed,1i0rf4gqrj3ij801,5,0,0,0,0,0
211,indeed,1i0p8qvlb2d61002,5,0,0,0,0,0
212,indeed,1i03t2bpkkkfe800,5,0,0,0,0,0
213,indeed,1hvmsggd7jorl801,5,0,0,0,0,0
214,indeed,1hvgmdd9ajrqv800,3,5,5,1,1,3
215,indeed,1hv5pe7ndp5n4802,3,0,0,0,0,0
216,indeed,1huk53ff7irlt800,5,0,0,0,0,0
217,indeed,1huhjohqfk6ru800,5,0,0,0,0,0
218,indeed,1hthm8ektk7pb802,5,0,0,0,0,0
219,indeed,1ht818t0ni9a4802,5,0,0,0,0,0
220,indeed,1ht5v8uoak56b800,5,0,0,0,0,0
221,indeed,1ht5clb41j6f2800,2,0,0,0,0,0
222,indeed,1ht254s4li45c800,5,0,0,0,0,0
223,indeed,1ht1vo5ack55u802,3,0,0,0,0,0
224,indeed,1hsovho56i45c802,5,0,0,0,0,0
225,indeed,1hsb31dduimiu800,4,0,0,0,0,0
226,indeed,1hs5lqa5hkp2v802,5,5,5,4,5,5
227,indeed,1hs59fv5jja57800,5,0,0,0,0,0
228,indeed,1hr815vifihld801,4,4,3,4,4,5
229,indeed,1hqtoo3iqgb7i801,2,5,1,4,3,1
230,indeed,1hq5tmusgis9r801,5,0,0,0,0,0
231,indeed,1hpjn1gigimho800,3,4,2,1,3,1
232,indeed,1hoiicvrfip8t800,1,0,0,0,0,0
233,indeed,1hoeagp1akomn800,5,0,0,0,0,0
234,indeed,1hnhmf98fjm5i801,5,0,0,0,0,0
235,indeed,1hngqgucgjtdf802,4,0,0,0,0,0
236,indeed,1hn3jvlj5k54h801,4,3,3,3,1,2
237,indeed,1hmuiqu2v2gku001,5,0,0,0,0,0
238,indeed,1hmaavaec25ap001,5,5,5,5,5,5
239,indeed,1hm32qvi9m6pd800,5,0,0,0,0,0
240,indeed,1hlkjsdo5gagj800,4,0,0,0,0,0
241,indeed,1hlgo02kl2cpi000,4,0,0,0,0,0
242,indeed,1hkut7psgjm7i800,5,0,0,0,0,0
243,indeed,1hko42atqltdc800,1,0,0,0,0,0
244,indeed,1hkd0236q2gkj000,3,0,0,0,0,0
245,indeed,1hjvmoog5kon5800,5,0,0,0,0,0
246,indeed,1hjq143vsjrop800,5,0,0,0,0,0
247,indeed,1hjntdr0ikmcn800,5,0,0,0,0,0
248,indeed,1hjfc0ls4jb7g800,4,0,0,0,0,0
249,indeed,1hjdtm705i6m1801,4,3,2,4,4,2
250,indeed,1hiuourtlima8800,5,0,0,0,0,0
251,indeed,1hip3rteujkkj801,5,0,0,0,0,0
252,indeed,1hinqi8o028uh000,1,0,0,0,0,0
253,indeed,1hiejgctoi3au800,4,0,0,0,0,0
254,indeed,1hhpnlllgh20r801,4,0,0,0,0,0
255,indeed,1hhg3o6k72469000,1,0,0,0,0,0
256,indeed,1hhbcuaaih0rs800,3,0,0,0,0,0
257,indeed,1hhalc441irkh800,3,0,0,0,0,0
258,indeed,1hh1m5pk4jtvd801,1,1,1,1,1,1
259,indeed,1hgu3jli9i5f6800,5,0,0,0,0,0
260,indeed,1hga2jjq1g0lk800,5,0,0,0,0,0
261,indeed,1hf8dv8m6iocn800,3,0,0,0,0,0
262,indeed,1hf6uar6bkcor800,5,0,0,0,0,0
263,indeed,1heometntiqsr800,3,0,0,0,0,0
264,indeed,1hemhh46th1hb800,5,5,5,5,5,5
265,indeed,1hek10st5kc12800,5,0,0,0,0,0
266,indeed,1hebq2khi2947000,4,0,0,0,0,0
267,indeed,1hdm7ra6ihsko800,4,0,0,0,0,0
268,indeed,1hd5e0lnm28lk001,5,0,0,0,0,0
269,indeed,1hc200qdtjkl1802,4,0,0,0,0,0
270,indeed,1hbutu08ljc9s800,5,0,0,0,0,0
271,indeed,1hbu2u4srjkl7801,5,0,0,0,0,0
272,indeed,1hb59pn8rjqva800,5,5,3,4,1,3
273,indeed,1happgmi2jqki800,3,0,0,0,0,0
274,indeed,1haj5j76njqva801,1,0,0,0,0,0
275,indeed,1hadpi2gujcb9801,5,0,0,0,0,0
276,indeed,1h9pd5br7i0e1800,3,0,0,0,0,0
277,indeed,1h9n12o1dghql800,5,0,0,0,0,0
278,indeed,1h9b7b6c2isa5801,4,0,0,0,0,0
279,indeed,1h91m0q79g4ek800,4,0,0,0,0,0
280,indeed,1h8qfn2vjk613800,5,5,5,5,5,5
281,indeed,1h8cb540uk7h5800,1,1,1,1,1,1
282,indeed,1h7m3r4bs2bbu002,5,5,5,5,5,5
283,indeed,1h6n7qoasj210800,3,0,0,0,0,0
284,indeed,1h6cgv4gukon1801,5,0,0,0,0,0
285,indeed,1h66940j2jv77802,3,0,0,0,0,0
286,indeed,1h5pmdo44gfqq802,5,5,5,5,5,5
287,indeed,1h5nm33k5k60j801,4,0,0,0,0,0
288,indeed,1h5a1vtsnk7ja802,5,0,0,0,0,0
289,indeed,1h4pbg33ukmcj800,5,5,5,5,5,5
290,indeed,1h4n9eodngfqq800,5,0,0,0,0,0
291,indeed,1h3sutditj21i800,5,0,0,0,0,0
292,indeed,1h3h8bh8ajrgh800,1,1,1,1,1,1
293,indeed,1h3gejarhkmcj800,4,5,3,4,5,4
294,indeed,1h3cilf6dgm7i801,5,0,0,0,0,0
295,indeed,1h3444nkpi910800,4,5,5,5,4,5
296,indeed,1h2giv5ogj32c802,5,0,0,0,0,0
297,indeed,1h2gd701mg3nc800,5,0,0,0,0,0
298,indeed,1h2b13176l216802,5,5,5,3,3,5
299,indeed,1h22drd63ja6b801,5,5,5,5,5,5
300,indeed,1h19ufsa4i475801,5,0,0,0,0,0
301,indeed,1h17ue7aig4de800,4,0,0,0,0,0
302,indeed,1h15led3sgags800,3,0,0,0,0,0
303,indeed,1h137r9stg4f7802,5,5,5,0,5,5
304,indeed,1h12226ifjk8k801,3,0,0,0,0,0
305,indeed,1gvr0cc63jl3q802,1,1,1,1,1,1
306,indeed,1gvc5tokdk7i8800,5,0,0,0,0,0
307,indeed,1gued4sc1llr3800,5,5,5,5,5,5
308,indeed,1gtl8oevtkmcm802,4,0,0,0,0,0
309,indeed,1gtkcs6b9k9b8801,3,3,4,1,2,2
310,indeed,1gso34i9f27ik000,3,1,2,1,2,1
311,indeed,1gsnkn30g27iu000,4,3,5,3,4,3
312,indeed,1gsitk5s1gbvn800,5,0,0,0,0,0
313,indeed,1gsicdvuhgbvn800,5,0,0,0,0,0
314,indeed,1grqgvbtsjk8s801,4,0,0,0,0,0
315,indeed,1grhu62b8i9js800,5,0,0,0,0,0
316,indeed,1gredckeglhds802,5,5,5,5,5,5
317,indeed,1gr0rbj8mk56a802,1,0,0,0,0,0
318,indeed,1gqpnrgfci5cl800,5,5,5,5,5,5
319,indeed,1gqnqakb2g4cm800,1,0,0,0,0,0
320,indeed,1gqlbt7rcgfpp802,5,0,0,0,0,0
321,indeed,1gqlbt7rcgfpp802,5,0,0,0,0,0
322,indeed,1gpvucr75jrjs800,4,5,5,5,5,4
323,indeed,1gpsvn4ulmbgi800,3,3,2,2,2,2
324,indeed,1gonavasvi172800,4,4,3,4,3,4
325,indeed,1gnifds19llm9801,5,0,0,0,0,0
326,indeed,1gneu3km9jv7o800,5,5,5,5,5,5
327,indeed,1gms1le3rgaji801,5,0,0,0,0,0
328,indeed,1gm9i3hnd2bf9002,5,0,0,0,0,0
329,indeed,1glkqacr7j5ku801,5,0,0,0,0,0
330,indeed,1gla9ke19hdjf800,3,1,1,1,3,1
331,indeed,1gl733ijphdjf802,5,5,5,5,5,5
332,indeed,1gkticj6ukj9g801,1,0,1,0,1,0
333,indeed,1gjuj0hhljl0t801,5,5,4,3,5,5
334,indeed,1gjopqs02ih7u802,4,0,0,0,0,0
335,indeed,1gjba4lnal0em802,5,3,5,3,3,3
336,indeed,1gj71a0rbi3oj802,3,3,4,3,3,1
337,indeed,1gi8s9ma1j323801,5,0,0,0,0,0
338,indeed,1gi6b8k4mj4ia800,5,5,5,4,5,2
339,indeed,1ghr54outlgai802,1,1,1,1,1,1
340,indeed,1ghcgi44cipab800,5,5,5,5,5,5
341,indeed,1gfng44sdkohc800,5,0,0,0,0,0
342,indeed,1gfm7g5jggbu2801,5,5,5,5,5,5
343,indeed,1gf6ulolughrc802,5,0,0,0,0,0
344,indeed,1ge9mi7oakefc802,4,3,4,3,3,4
345,indeed,1ge5i42q3i3ao800,5,0,0,0,0,0
346,indeed,1ge3veh4rmnbq802,5,5,5,3,5,5
347,indeed,1gdseco28mb24800,5,5,4,5,5,3
348,indeed,1gdnv960bkefc802,4,3,4,3,2,2
349,indeed,1gcus24dbklto801,5,5,5,5,5,5
350,indeed,1gccvvvu2jji2802,5,5,5,5,5,5
351,indeed,1gblj5aq1i928802,1,1,1,1,2,2
352,indeed,1gbhnt7m0i0dt800,5,5,1,5,1,3
353,indeed,1gb4gmflcia3o801,5,0,0,0,0,0
354,indeed,1gb48l2rpkc0q801,4,0,0,0,0,0
355,indeed,1ga470acej22r802,5,0,0,0,0,0
356,indeed,1g92o0td3jg8r801,5,0,0,0,0,0
357,indeed,1g920qptsghrl800,5,5,5,5,5,5
358,indeed,1g7v1bahairqs800,3,3,2,3,2,4
359,indeed,1g7s2mkraj21e801,5,5,5,5,5,5
360,indeed,1g7ktj3jdi39t800,3,3,5,3,3,3
361,indeed,1g77i0gevhaph801,5,3,4,4,4,3
362,indeed,1g6oc6dmhh1hl802,2,0,0,0,0,0
363,indeed,1g6j8ntan28d2000,4,3,3,3,3,3
364,indeed,1g6iavpddj30l801,5,0,0,0,0,0
365,indeed,1g68g77vd2hph000,5,5,5,4,5,4
366,indeed,1g51s5739t3cg802,3,3,2,2,3,2
367,indeed,1g31u7lt8t5rr802,5,5,5,5,5,5
368,indeed,1g2asn7kro1lu801,4,0,0,0,0,0
369,indeed,1g17eaue9jl34801,4,4,4,4,4,4
370,indeed,1g165gsu2pkgp800,5,5,5,5,3,4
371,indeed,1g0qilokag2f3802,5,5,5,5,5,5
372,indeed,1g02tqoe7308k001,5,5,5,5,5,5
373,indeed,1fvpf0sjni92g800,5,5,5,5,4,5
374,indeed,1fvoiedvvj9id801,5,4,4,4,3,4
375,indeed,1furs50o3ic8v802,5,5,5,5,5,5
376,indeed,1fu8eaqk7k3pg802,5,5,5,5,5,5
377,indeed,1ftiilhd0i98g802,4,4,4,3,5,3
378,indeed,1ft9u1r59u2im800,5,5,5,5,5,5
379,indeed,1ft33699ht4j1802,5,5,5,5,5,5
380,indeed,1fs50tls5u21i800,4,4,4,4,4,4
381,indeed,1fs3nleeho1tf802,5,5,4,5,4,5
382,indeed,1fs01qsih2qni000,5,5,5,5,5,5
383,indeed,1fqu3p9as3h7l002,2,1,2,2,1,1
384,indeed,1fqgcq37p3cvv001,3,2,3,2,3,2
385,indeed,1fq66ocgjt54m802,5,4,4,4,4,4
386,indeed,1fptn9cdgr7sr802,5,5,5,4,4,3
387,indeed,1fpj0tq9ho1n6800,5,5,5,5,5,5
388,indeed,1fp2mvasvosng800,4,1,5,1,2,3
389,indeed,1fospbr9vt5ee802,3,4,3,3,3,2
390,indeed,1fnq4d501r82e802,5,5,5,5,5,5
391,indeed,1fmelfhv2u2h5802,5,5,5,5,5,1
392,indeed,1fm1q9gmqu1a3802,2,1,3,1,3,2
393,indeed,1fjcbke62u2hh800,5,5,5,0,5,5
394,indeed,1fiissd2ro2fs802,5,5,5,5,5,5
395,indeed,1fgdrmi8epi92800,5,5,5,5,5,5
396,indeed,1fgdjp9phhie4801,4,4,5,4,4,4
397,indeed,1fdhhe014s7l5802,3,3,3,3,1,1
398,indeed,1fdd79p1os7l5802,2,4,3,4,1,2
399,indeed,1f9tlv0g8r82n801,5,5,5,5,5,5
400,indeed,1f6hafjjihijc800,3,2,3,1,4,3
