,id,title,text,final_sentiment
32,89791477,Great people to work with,"Work-life balance 
Innovation
Inclusiveness
Personal development and career opportunities 
People/collaboration 
Hybrid working 
Working from abroad possibility 
Number of PTOs and other leaves 
Attention to mental health
Managing style 
Office structure and location 
Culturecomplexity of working in such a big company might be a bit challenging sometimes",neg
33,89789468,Good company but has gone corporate,"Overall not a bad company to work for. Really good colleagues who are always willing to share knowledge and help. Working conditions are really good. Nice office, flexible WFH policy.This company has gone full corporate. Top down decision making, not room for bottom up innovation (at least in the area where I work). Market has slowed down so it's hard to advance with no turnaround, and company is clearly in cost saving mode.",neg
34,89788207,"Great salary and Team, Limited Carreer Growth","The company offers a competitive salary and a fantastic team environment, which makes for a supportive and enjoyable workplace.However, career advancement opportunities are limited unless you relocate to the headquarters. If you are seeking significant career growth, this may be a consideration.",pos
35,89775966,Great - but some cultrual challenges,"Fantastic benefits, flexibility and lunchesThe company is without formal governance and processes in places. Too large of an emphasis on project management.",pos
36,89750392,Amazing place to work,"Nice atmosphere, beautiful building, nice foodNothing bad with the company",pos
37,89738859,Great work environment,"Managers were very helpful
Office space was brand newLate shifts were common for newcomers",neg
38,89721196,Great company to work for ,"Autonomous, ownership, Lots to learn, great peopleSlow in decison making at times",pos
39,89697589,Good times,"Great colleagues, good pay, HQ is located at a prime locationThe amount of work hours, some colleagues are not that fast",pos
40,89664455,Great employer,"Great team, very fair salary &amp; benefits, inclusive and innovativeLimited career opportunities in local offices",pos
41,89664162,Good People but room to grow,"- surrounded by talents 
- company does care about day to day well-being and learning oriented
- strong worklife balance culture- decision mostly done from the HQ and local would need to follow, sometimes takes interesting time length to finalize 
- career growth is limited if you are not in the HQ
- pay may vary depends on the location 
- highworkload, could be like you're doing two people's job with 1 person salary",neg
42,89653238,Nice work culture,Work culture is very goodPromotion process depends on a lot of things rather than just the core engineering skills,neg
43,89616874,Great Culture,The company genuinely is very employee centricI don't see anything specific,neg
44,89601269,Food,"Always lots of food for EVERY OccasionDepending on your team lead, expectations are always different",neg
45,89592286,Booking review,"-free food
-diverse work place
-travel credit-support mass tourism, not environmently friendly",pos
46,89583737,Observations,"Collaborating with global teams, being part of a diverse and inclusive culture, and working with great team players and competent, caring leaders in some parts of the organization (not all).Limited or no advancement opportunities in certain areas. Complicated organizational structure.
Too many initiatives running in parallel without alignment, leading to inefficiencies and waste. 
Frequent changes and reorganizations without fully considering the impact on the affected employees.",neg
47,89581651,Customer service partner support,"Very good company to work with
Working environment is perfect with all equipment providedThe CS team was current moved to outsource company and is not part of the main company anymore.",pos
48,89546050,Nice stable company,"People are very nice with excellent communication skills. Huge customer baseAs with large corporates, work processes can be very slow sometimes",pos
49,89487315,Nothing,Nothing Nothing Nothing Nothing NothingEverything Everything Everything Everything Everything,neg
50,89480495,CR experience only,handling customer complaints can be too demandinggood benefits such as free lunch everyday and medical insurance,neg
51,89477159,Excellent,"Very good benefits
Good enviromentCompany transfer employees to other company",pos
52,89465767,Great,"Good pay 
Good co workersNothing i can think of",pos
53,89435992,Great,Pay scales are great and space for growthBad management are not trwined well,pos
54,89428322,Salary ,"Good company, nice environment, free food, nice events, good benefits.Salary could be higher and the work volume is very high.",pos
55,89387737,Good pay,"Good pay, good colleagues and chill cultureSlow promotion and lack of passion",pos
56,89187068,Disconnect in company culture,"- good employee benefits
- vast amount of training models- company culture does not translate to team culture
- no real investment by team leads in seeing you grow
- senior management don’t always mean what they say",neg
57,89184688,"Wonderful colleagues, good vibe","Colleagues from all over the world, so the vibe is really open and chilled. Good work life balance. Good salary and benefits. Nice office. But note the vibe varies a lot from team to team.Like all big companies, you feel like an unimportant part of a big machine - not easy to get sense of achievement or value. it takes forever to get job done or get answers due to layers and layers of hierarchy. Due to cost control, the benefits are getting reduced.",neg
58,89168852,Salary Solution Architect,"Great benefits, amazing paternity leaveSome teams aren't good like data team, central tech. No clear leadership / guidance",pos
59,89167180,Low wages,"Good employee benefits, possible additional leave accrued with period of workPoor wages, bonus has been descreased over the last years of work.",neg
60,89166406,Amazing with employees,"Dynamic and fun environment, they offer many benefitsToo difficult to deal with clients",neg
61,89155131,Good Company with perks and benefits,"- Culture of a product based company
- Work life balance is encouraged in Amsterdam office
- Extra benefits on making hotel and flight bookings through Booking.com app
- Free food
- Managers are supportive
- Good pay as per market standard- The processes are not organised
- Sometimes there is an ego war between India and Amsterdam centres",pos
62,89145343,Crossed my 3rd month since joining,"THE best place to work at in Netherlands. Great office, benefits. Amazing Engineers and Managers.Nothing that I can spot do far.",pos
63,89110322,Never ever,"The food was nice but environment was differentBig name, yes very big name.",neg
64,89091951,Golden Cage,"Without a doubt, salary is the main plus of the company, especially in tech core jobs.
Work-life balance is also goodPoor Management
Terrible promotion policies, very subjective
Unclear career paths",neg
65,89086825,Nice place to work,"Good place to work, nice people.Managers are not the best mostly, you need to be a friend of them to get promotions or better projects",pos
66,89082979,It was great,Genuinely they tried to make employees happy even if it was a HUGE companyi enjoyed it all in all,pos
67,89058029,Great place to work,Great place to work in an international environmentCommunication can sometimes take time given the size of the company,pos
68,89041636,"great at first, a mess currently",lots of things to do and learnall fun and games until it comes to money,neg
69,89005728,Good employer ,"Salary
Lunch options 
Development possibilities (access to courses platforms etc)Long interview process
Not enough flexibility for 10h shifters",neg
70,88981927,Senior Account Manager,"A great place to work, a good environment.A lot of trips to visit clients.",pos
71,88973376,A year as Customer Service Specialist,"You get to work with different nationalities, and lovely folks in your team, and my team leads were amazingThe work is not equally easy splitted between the languages that you need to support, so if you are supporting a language that is spoken by limited amount of people then you have to face more phone time, than e-mail or chat support, which for a longer run can be very exhausting. Some of the quality checks on my specific language was unfair as on many occasions the person who did our evaluations could not even speak our language and deducted points for certain grammar specifications that would not make sense in english or via Google translator, which then obviously affected our perfomance and neither our team leads could do anything against this nonsense. Of course most of the time the best performing folks were on the FR, EN, ES, IT line as you had more time on e-mails where you could close a case in seconds not like on the phone where on multiple occasions a day you received an extremely confusing case that required more time, focus and support than just a few minute call but then on the other hand it was not viewed as a great work opposed to the colleagues who kept closing items by sending a very generic e-mail template and then close the case again which obviously not solve the issue just move it further to another unfortunate colleagues in the future.
When help needed from the Seniors it was many times that the knowledge of the senior colleague was questionable and it was just better to hang up the phone and get randomly assigned to someone else.
On the other hand progressing further was easy within the company if you knew the right people, or worked hard.",neg
72,88968644,"Fantastic place to be, always","Culture, People management, clear objectives as an employee, unrivalled benefits.Difficult to learn the business as it is so large, takes time to understand",neg
73,88968416,Great company,"Great team, great management and supportive cultureLittle growth movement across the board",pos
74,88933093,Lack of innovation,"pay, brand, people, culture and learninglack of innovation and new things to try",neg
75,88930685,Benefits,"- Good Food options
- Commute allowanceNothing that I think of.",pos
76,88901851,Good,The best company for employee caringFloating market as many competitors,pos
77,88881897,Good company,Very good company to work inNothing to say about cons,pos
78,88826846,Good company ,"Great culture, feels like familyAlways changing processes need to keep up",pos
79,88795653,Positive alignment towards your personal and career development,"- Company is very attentive and supportive towards your learning curve and your performance
- Managers within the country level are super friendly, supportive, understanding, and very knowledgeable to guide and pave the path for you to excel.
- Work life balance is supported, Travelling is encouraged
- Company laptop and cellphone is provided
- WFH arrangements helpsNo Cons that I can think off. Ohh, maybe Data takes sometime to load. But thats manage-able!",pos
80,88747808,Great place to work,Culture is great and inclusiveNothing Love it Best place to work,pos
81,88742046,Working in booking.com,"They have a good onboarding process that makes you feel part of the company from day one. They have an office environment that motivates you to go to work, with excellent benefits.Can be challenging to manage all the information received.",pos
82,88730892,Good experience,"I love my team, the job is challenging, Contact with partners is interesting.Stressfull because a lot of information everyday and a lot of task per day ( perf call, mail, picklist, inbound, meeting ect)",neg
83,88715791,Pleasant experience so far,"Great experience so far, smooth onboarding and very welcoming team throughout. I am confident, that my journey will continue to be exciting.Personally, no major things to be flagged. It might be overwhelming to have things change quickly during the onboarding phase, however, I value that booking.com is a very agile company.",pos
84,88702386,Not Cool,They review my application quicklyThey didnt have any relocation plan for iranians,neg
85,88699216,Good place,"Good benefits, great colleagues and free foodNo cons i can think of",pos
86,88688046,Complex,"Diverse and smart colleagues, intresting problem domainChaotic and not do easy to work",neg
87,88683116,Great place to be,"* Growth options are good
* Team is great
* Amsterdam is a great city to live in
* Hybrid work* Some technologies used are quite legacy
* Forces you to live in the Netherlands which is expensive",pos
88,88668788,Highly recommend to join this company if you value your career growth and health,"The company welcomes people from different backgrounds and emphasizes diversity. One of my favorite things about the company is that it usually conducts many surveys to collect employee voices, and the conversations are quite transparent when you have any concerns about any decisions made.I cannot think of any.",pos
89,88604306,Great Work Place,"Easy to reach KPI, great people, everything is goodNot much, you have to achieve KPI even though in low traffic",pos
90,88582418,Great,Have great work life balance. Fab working culturenothing really. Enjoyed every single bit,pos
91,88579135,great job!,excellent benefits and a supportive environmentclose supervision and challenging targets to meet,pos
92,88556680,Avoid at most costs,"The high salary and working from home policy, indifferent managers.No support whatsoever unless you know someone the favoritism is the unspoken core value here. Process change according to a manager’s mood, and these will often be unexplained. No confidentiality what so ever when it comes to HR issues. And the diverse environment could be really great if it wasn’t for the covert racism and prejudice.",pos
93,88528409,Great company,"Great colleagues to work withCan't think of cons, actually",pos
94,88516338,good company,good fair easy for new hiresno downsides i believe so,pos
95,88410924,Great company,Great salary and package / benefitsDiscount could be better but still good,pos
96,88387259,Amazing job!,"Massive projects with incredible engineering behind.Well, freedom isn't free but we gotta do the work.",pos
97,88362394,Salary,Good colleagues and healthy cultureNot the same after the pandemic,pos
98,88341528,Great place to work,"The flexibility, culture, and teamVery large and spread out company can feel isolating/distant from head office at times.",neg
99,88277636,Great working environment ,"People come from different countries which is very culturally diverse. Management are down to earth in which you can share your thoughtsVery busy. Calls are coming back to back. You have to work on shift from Monday to Sunday, working hours between 7am-11pm",neg
100,88410924,Great company,Great salary and package / benefitsDiscount could be better but still good,pos
101,88387259,Amazing job!,"Massive projects with incredible engineering behind.Well, freedom isn't free but we gotta do the work.",pos
102,88362394,Salary,Good colleagues and healthy cultureNot the same after the pandemic,pos
103,88341528,Great place to work,"The flexibility, culture, and teamVery large and spread out company can feel isolating/distant from head office at times.",neg
104,88277636,Great working environment ,"People come from different countries which is very culturally diverse. Management are down to earth in which you can share your thoughtsVery busy. Calls are coming back to back. You have to work on shift from Monday to Sunday, working hours between 7am-11pm",neg
105,88264562,Amazing,"Health benefits, travel, hybrid working, flexibility.Career development is hard.
Pay is is not the best",pos
106,88249636,X,Company is good to employeesSlow to grow within company,pos
107,88208190,Decent College Job,Was able to work part time through collegeDifficult hours and customers can be very rude. May not be worth the salary for some,neg
108,88141719,review,"Very nice environment to work atpromises are not followed, no room for development",pos
109,88136088,Working for CS-company who has a project with Booking.com,"You got to talk with different countries everyday, hotels and apartment owner. The work was varied - looking at potential fraud, helping guests, helping hotels with overbookings, relocations, payment issues and of course - complaints. They do have very good information at hand via employee handbook and have a good system to easy acess it.I believe the KPI's are not realistic. Booking wanted the calls to be short - under 6 minutes which is basically impossible if you are dealing with complaint or relocation. Short calls would make unhappy customers. Everyone was cheating to reach to KPIs. Personally I do believe that Booking.com are implementing new ideas and projects so fast that the information doesnt fully reach the CS agents and the accessable information is limited which makes it hard to actually reply anything. Since its a big company, its not flat and you feel like an ant with nothing to say or no interest whatsoever in you as an employee.",neg
110,88102367,Great Company,Good culture and amazing office.Managers are often incompetent and product marketing especially is poorly managed with zero visibility,neg
111,88084982,Review,Great place to work but downsidesNothing really. No complaints whatsoever.,neg
112,88067987,Software engeneer,"salary
Management
Carreer
Local
TechnologyNothing, everything was very well",neg
113,88062421,Not so great ,Benefits were good and colleagues were amazingThe way they made redundant everyone in 2020 closing down the entire office in London was not done in a professional way.,neg
114,88056285,Review,"Wide range customer platform, responsibleHigh quantity of commission of the income",neg
115,88013727,Good environment to grow,The company is full of helpful people and its a good starting point for your career.There are not many growth opportunities in the field of KYC.,pos
116,87994512,A good company to work,"- Amazing campus
- Nice work environment
- People help a lot- A lot of legacy code needs to maintain a daily basis
- New busineess requirenment is very less",pos
117,87977759,Good,Bueno buenorro muy very bienNo cons that I think 🤔,neg
118,87955296,bad experience,"fantastic colleagues, multi-culturel, lots of laughterrible company with strange kind of approach, all about taking money as much as they can",neg
119,87953176,Good but not enough,"Great workplace, amazing colleagues, smooth training transition, remote working with option to choose hybrid or to the officesBonus requirements are kind of unreachable, salary is low for this work load, frequent schedule changes, ""required"" overtime",pos
120,87916637,Run away ,Offered part-time &amp; decent benefitsHorrible management and company culture,neg
121,87901977,Great company,"Amazing benefits and very inclusiveunfortunately, being laid off in 2022",pos
122,87891264,Good,- company culture is very good- less visibility on what’s happening at the top level,pos
123,87878386,Great company and wonderful team,"- Surrounded by caring, smart and thoughtful colleagues
- Salary and benefits good
- Very supportive of hybrid work
- Growth mindset across the team- Things can move a bit slower as a larger company",pos
124,87869691,high stress,flexible hours with the option to pick up additional shiftslow pay but high stres,neg
125,87822759,ok,fun people to work withno opportunity to advance in career,neg
126,87808797,Great!,"Amazing place to work. Great manager and colleagues.Mandatory office presence weekly, not as flexible as before.",pos
127,87796570,"Good people, good money ","Great colleagues, ability to move around the company, great stock and bonus payoutsCompany moves slow, it’s all about micro optimizations",pos
128,87750810,Busy micromanagement,Good people around the office.No opportunities for growth within some of the locations.,pos
129,87741660,Amsterdam dominated Tech center trying to grow in India,"a. good business in travel tech.
b. good vision to expand with different brands like agoda and pricelinea. Too much control from the amsterdam teams.
b. Too much outsourcing to accenture and Sap
c. less respect for india employees
d. amsterdam employees get more good work and leaves than bengaluru employees.
e. dirty politics by ppl in amsterdam especially leadership ppls",neg
130,87738949,Booking is a great company to work and pursue your career.,"- Vibrant and inspiring office / work environment that motivates you going to the office;
 - Real hybrid work provides a balance of working in the office and at home;
- Company benefits and overall compensation are really good;
- Bright and friendly people that have direct impact on the company mission;
- Multicultural and diverse, where you can be your true self;Too many systems, bureaucratic processes that slow down work sometimes;",neg
131,87737499,A great place to work,"Positive impact, people, tech, work and life balanceSaturated and heavily regulated market",neg
132,87723338,Amazing place to start a nice professional career in tech,"- Good building office.
- Lunch provided.
- Dynamic and nice work environment.
- Amazing and talented people work at Booking.com, which means that you will learn a lot.- Depends of the Business Unit, you will probably work with Perl in some point.",pos
133,87670876,Botched hiring,"None to share about this companyAbsolutely pathetic hiring.
I went through the complete hirings process and recieved and offer letter and gave a written confirmation along with joining date and also provided all the documents for background verification.
The about 5 days after the confirmation the HR reached out to me and I was unable to pick the call and returned the call later that day which she did not pick up nor return it.
After which I was Assuming that things are going well. Meanwhile I had given my resignation in my former company and was serving notice.
15 days later received an email the my application is rejected.
Feel like the whole hiring was botched and HR was least bothered to follow up. 
Absolutely pathetic",neg
134,87665190,administrative,remotely work and good salarydifferent shifts every week/month and one office,neg
135,87626009,Great,Amazing place to work. Amazing cultureNo complaints amazing culture to work,pos
136,87618239,Good place to work if you value work life balance,"Work life balance
Great office and restaurant 
Hybrid way of workingManagement
The company does not invest a lot to improve bad tech 
A lit of legacy code written in perl",neg
137,87580653,Inclusive culture,"Flexible working arrangement, travel opportunities, diverse &amp; inclusive culture, etcDepending on the department, but mainly limited career growth",neg
138,87567820,good,diversity is very nice and promote equalityno bonus this year sad,neg
139,87520878,Great company,Great company value and good payCan't think of any at the moment.,pos
140,87518111,Pay at booking.com,Family environment and free lunch etcJob security as there is threat of redundancies,pos
141,87446956,Great place to work at!,"Personal time
Great benefits
Great onboardingLack of local opportunities to grow",pos
142,87382931,not bad,good income in amsterdam cityi dont see any bad things,neg
143,87337908,Great company,"Good benefits, great culture and a fantastic diverse team. It is a good place to settle in.Slow moving sometimes
Already a top player in their market, difficult to grow quickly within the organisation",pos
144,87306333,Great company,"Great training, benefits, and team!I can't think of any",pos
145,87300228,Great Job.,Lots of perks and great work environment.I didn’t have any cons.,pos
146,87265028,"A great place to work, high scale, interesting product, nice culture","-Nice office environment 
-Hybrid policy
-Cares about employees
-High scale impact. Considering the scale of the org you can challenge and make a difference here 
-Work life balance 
-Travel benefits-Lunches used to be free at the HQ for employees now they charge a small fee but there are a lot of options",neg
147,87243205,It was lovely until it wasn't,"Great company culture, you get to meet people from all over the worldIn the UK, the leading positions were held by UK nationals.",pos
148,87193982,Customer Serives Representative at Booking,"Working as a full-time Customer Service Representative at a well-established company like Booking provides a steady paycheck and benefits, which can offer financial stability.

Opportunity for Advancement: Depending on the company's policies, there may be opportunities for career advancement within the customer service department or even into other areas of the business.

Interaction with Diverse Clients: Engaging with customers from various backgrounds and with different needs can be an enriching experience, allowing you to develop a broader understanding of customer perspectives.High-Stress Environment: Dealing with customer inquiries and complaints on a daily basis can be mentally and emotionally taxing, leading to potential burnout.

Repetitive Tasks: The job may involve repetitive tasks, such as answering similar questions or following standardized procedures, which can become monotonous over time.

Limited Autonomy: As a customer service representative, you may have limited decision-making authority, as you often need to follow company policies and procedures.

Potential for Difficult Customers: Interacting with frustrated or dissatisfied customers can be challenging and may require exceptional conflict resolution skills.",neg
149,87121239,Good,Good colleague and vibes. Nice office and perksA bit too much of a startup and immature org,pos
150,87070815,Good Perks but limited growth,"Hybrid Policy 
Employee first Policy 
Fun and happy place to work 
Young vibe
MulticulturalSlow or No growth for existing employees
The leadership seems confused on how to handle the fast growing firm",neg
151,87061412,Micromanagement,"Nice office and good benefitsNo work life balance, They will promote mental health and their values but will expect you to exceed all the KPI matters and make it a 'you' problem that you cannot hit it. Not great increment",pos
152,87038318,Great people &amp; place to work,The people are great and genuinely want to succeed and work together.Booking.com does encourage volunteering and provides paid time off (2 days) but would be better if the program offered more days.,pos
153,86995472,Great company,"The working environment is very informal which makes it very easy going.The growth opportunities are not the best. Since the amount of employees is so high, the change to be promoted is limited",pos
154,86994176,Great place to work,"As a person who joined recently, I was very satisfied with my recruitment process and onboarding. I also appreciate the beautiful office with all its amenities, great benefits, competitive salary and many opportunities to learn and grow.Hard to understand the responsibilities of different teams, where to report different issues etc as the structure is quite complexed and it changes often",pos
155,86992272,Best company to work for!,"International company, diverse company, great comp &amp; benefits, many social events, lots of education programs, super culture and working with the nicest and smartest collegues from all over the worldMost of my job i like a lot.",pos
156,86974220,Good,Good working environment &amp; atmosphereNot the best salary in market,pos
157,86960433,Booking Iceland,Travel a lot. Fun at workThey started hire yes people rather than creative thinking people and then that was it,pos
158,86951435,"Good company, work life balance","- Good at Work life balance
- Engineer Manager are well trained and professtional- No thing to share here",pos
159,86947351,Good company,Company culture focus on employeesnot grow opportunities at the company,neg
160,86904896,Very good company,"• Very good work-life balance, Able to complete your job within the reasonable time. 
• Clear company objectives and communicated well among employees
• Good benefit, RSU, bonus structureIt can get a little bureaucracy and feeling a little bit slow to get things done.",neg
161,86782993,Good Company,"Friendly Environment
Free drinks and fruitVery busy and long time phone call",neg
162,86760931,Great Culture,"Great Culture, Benefits, Values Employees FeedbackCompensation could be a little better, especially in high demand markets, where the cost of living is higher.",pos
163,86694505,Good company to start your career in tech,"Great benefits, 5.5 months maternity leave, caretaker opportunities have opened upBonus framework makes it hard to make decent salary",neg
164,86689076,cool people for sure absolutely,cool people for sure absolutelyI really enjoy the really cool people,pos
165,86687958,Meh,"Some benefits. Free lunch and drinks.Didn't care about employees.
Only hired for the summer busy time and fired during probation",neg
166,86655840,Booking.com CSR,"Multicultural environment, nice office atmosphere for a customer service jobMade customer service external. Too many changes",pos
167,86629752,operations manager at booking,"salary, the location and benefitsthe culture and the environment",neg
168,86615971,Booking.com is a great company,"Booking.com is considered a great company to work for due to its dynamic work environment, focus on employee development, and emphasis on fostering a positive company culture.The fast-paced and competitive nature of the travel industry can sometimes result in a high-pressure work environment at Booking.com.",neg
169,86610037,"Good company, not so good management","Good people and culture, people are friendly and willing to help.Bad management if you’re unlucky. Micro management by this one person 
.",pos
170,86553582,working at booking.com,Nice atmosphere and working spaceDifficult customers and very busy at times,pos
171,86533970,London office,"Good work colleagues, friendly people.Wasn’t lucky enough to have a good manager. Micro management.",pos
172,86527915,Great exp,Amazing place to work atAmazing team to work with,pos
173,86508287,Good job,"Not staying after hours, good vibeYou don’t rest for a minute",pos
174,86473395,Relax work enviroment,Relax work environment with very good support form peers.Peers support was awesome but lacked some management support.,pos
175,86468195,Great Place,Great Teams and job opps.Not great for career growth and covid hit hard.,pos
176,86456791,Awesome Environment,"Amazing workers and work philosophy.
Cheap food available.The work commute was a bit awkward.",neg
177,86441451,good job,"good environment, work relations, coworkerssalary not the best for the title and workload",pos
178,86438973,good for women with kids,good company culture and valuesfew opportunities for career development,pos
179,86438955,Politics and manager gaslighting,"Good WLB
Good pay
Can learn on the job if you are juniorSurprising a lot of politics for such a small office in Shanghai
Especially with GPMs gaslighting and PIP people out 
Not a place to be in if you really wanted to have a peace of mind at work",neg
180,86353917,Good,Good flexibility growth room for improvementNothing I cud thinking of,pos
181,86353067,CS at Booking,"Nice benefit package, diverse workplaceJob is repetitive and can be emotionally draining",neg
182,86346936,It was OK,In general people are kind and nice.Very political environment and not much growth opportunity,neg
183,86322042,No career plan,"Nice benefits and cool coworkers.No possibility of career growth for workers outside of Amsterdam. Terrible compensation (salary is at the bottom-end of the industry). Year after year, employees get stacked responsibilities with no pay increase. Company is behind industry standards and disrespects its workforce.",neg
184,86313854,Very good ,"Good work life balance, very flexible Corporate environment where you can’t create as much as you want to ",neg
185,86291578,Its an ok place,Good perks for travel and days offCertain teams expect lots of work,pos
186,86174865,LPS and onboarding,"Great company culture, opportunities, benefits.Corporate job - lot of guidelines and review forms etc. - a lot of channels and apps",pos
187,86171290,Great,Great job good people everything goodIt’s okay but work life balance is not there,pos
188,86133381,Great place,I really appreciate the Working space it was invitingNo cons at this time,neg
189,86116776,Good place to work,"Good working environment.
Good payToo much work
Slow progression",pos
190,86115642,"Good benefits, but they struggle to retain staff","Good salary and shares packagePolitics, stress and turnover of staff is high",pos
191,86107760,Depends on your team/department and your manager,"Good compensation, nice to have that company in your CV for your future career, fancy officeThere may be a discrepancy between your expectations from the processes in a company of a similar level and what will happen in your team in reality",pos
192,86096107,OK for the start,"- Nice people to work with
- Team outings every month
- Lunch available in the officeStressful, a lot of unsatisfied customers to deal with",pos
193,85978587,Great,Great place to work cool officeNo cons so far love working here,pos
194,85960882,Great company,"Loved it, great atmosphere, learned a lotNone everything was well organized and great colleagues",pos
195,85948540,Decent,"Stable income, decent people working aroundCorporation, counts breaks with the timer",neg
196,85945974,Toxicity at it's finest,"Salary, work / life balanceThe HR department and managers lack the necessary skills to effectively manage personnel, allowing long-standing employees to continue exhibiting toxic behavior without consequences.",neg
197,85941885,A fantastic environment to gain invaluable experience alongside a team of worldly and like-minded individuals.,"- Exceptional international colleagues
- Vibrant company culture
- Opportunities for occasional travel
- Great officeThere is room for improvement in the training of certain managers before they advance to higher positions.",neg
198,85941300,Great place to work,"Great perks, culture and productlack of progression, key work centralized to Amsterdam",pos
199,85924918,Burn out company,"Coffee is good
Nice officeStart up bonus is a Con. When they need to pay it out they change rules that pay out will happen after year not 3 months as stated in contract. 

They have 24 rule without compensation they can ANY time request you to work more hours without compensation. Get ready for 16 hour a day work weeks",pos
