,id,title,text,final_sentiment
24,89382911,Worst company ever,"Salary and nothing more hereThe management here is highly unprofessional and disorganized. Communication is almost non-existent, and any attempts to seek clarification or support are met with indifference or outright hostility. Promises made during the hiring process about work hours, duties, and compensation were frequently broken, leaving me and other staff members frustrated and demoralized.

The most glaring issue is the abysmal level of client support. Guests often faced significant delays when trying to reach out for assistance, with many inquiries going unanswered for hours or even days. There was no clear system in place for handling guest concerns, and the management’s lack of responsiveness frequently left guests feeling ignored and frustrated.

During my time here, I witnessed numerous instances where guests had legitimate complaints about their accommodations – from cleanliness issues to malfunctioning amenities – that were either inadequately addressed or completely overlooked. The management showed a distinct lack of urgency in resolving these issues, often passing the responsibility onto already overburdened staff without providing the necessary resources or support to fix the problems efficiently.

In summary, the lack of adequate client support and the unprofessional management at this Airbnb property make it a place I cannot recommend. Guests deserve better responsiveness and care, and employees deserve a supportive environment that enables them to provide the best service possible. Unfortunately, this property falls short on both counts. Consider looking elsewhere for a more reliable and pleasant stay.",neg
25,89382288,its great,great work life balance nownot too much to worry about,pos
26,89317447,Work somewhere else,There are no pros about this job.The money I earn is not enough to provide basic necessities for me and my family.,neg
27,89276352,Review,Remote work and you have opportunities to growNot a good salary and the managers are not cool in some departments,pos
28,89243209,Promote based on seniority as well,"Work/life balance
Amazing management
Team environment was amazingStrange hours with no room for improvement
Friday was my Monday
Promotions were based on favorites",pos
29,89239464,great!,great experience i really love it!i really can't think of anything,pos
30,89236164,Good suggested job for freshers,"Salary,
Working environment,
Growth,
Events,
BonusTarget's,
Breaks timings,
Food,
Pressure,
Meetings",neg
31,89165604,"Great pay, lacks culture","great pay, benefits, remote work allows for flexibility when workload is light.no centralized LA office, not much culture or opportunity to meet others outside of your org. sprints can feel endless and little to no regard for the humanity of the process. Zero care about around the clock work for vendors or staff.",neg
32,89107858,Great place to work,"- Super interesting work
- Employees are empowered to make changes
- Very progressive remote work policies- Remote work isn't for everyone",neg
33,89033975,Good,"Remote 
Helping
Learning 
Development 
Real estateStrict 
Difficult 
Availability holiday 
Protection everywhere 
No laptop",neg
34,89005266,Working with air bnb,Flexibility In timings and workloadNo fixed salary is given commission based,neg
35,88978496,Fair,Good salary compared to the marketToo much work load compared to salary,pos
36,88935837,reasonable pay,"reasonable income and flexible managementnot stable, a lot of org strcture adjustment",neg
37,88807555,Nice company to work with,I really liked the work culture of Airbnb and all the perks that comes along with it.There's no such downside of this company I can share.,pos
38,88779006,Great place to work,"Great place to work and opportunity. I was surrounded by incredibly talented and smart peopleAt that time, it was unclear on what it took to uplevel.",pos
39,88777870,Amazing culture,"- Great people
- Strong vision
- Flexible work location- A lot of strategic decision making happens at e-team level. Lack of autonomy on your team",pos
40,88777870,Amazing culture,"- Great people
- Strong vision
- Flexible work location- A lot of strategic decision making happens at e-team level. Lack of autonomy on your team",pos
41,88748192,Excellent Benefits,"- Benefits are awesome
- Fully remote
- You get to work in scalable projects
- High quality engineering exposure- Lot of politics
- random and rolling layoffs. Job security is not there",neg
42,88694386,Good company ,Great training and work from homeVery mad customers due to the bad experiences,neg
43,88681069,Great Place,"remote work, flexible schedule , company breaksLack of culture due to limited in-person interactions",neg
44,88669489,Handles Internal comms,"Brilliant company, flexibility, great benefits, remoteNone for me, good company",pos
45,88596839,Safety,"Great Pay Master
Tremendous Variables offeredPolitics is something get everything down to zero",pos
46,88596428,I thought it was better,"good office, good food, relative friendly peopleslow and no sense training process, Very old school, Different people check your work and give you very different directions, They spect you to be perfect from the begging when they have 10 years in the company, They will take point on you for use a different word when someone else told you to use so. Poor ridership and management, no empathy at all, Is just work, I mean, it is a big company but they are not saving the world, Overall, no empathy. I was expecting more for being an IT company but they need to improved",neg
47,88529166,Working as a host on airbnb,"The best reason to work at Airbnb is the steady stream of income, mostly remote working which means you can almost do it from anywhere.You will run into situations with guests that are just unacceptable at least once. May have to ask them to leave if an unauthorized party or guest happens.",neg
48,88499633,Nice place to work,"Work from Home, Great Work-life balanceVery little room for promotion",pos
49,88421221,Could do better with company culture,"Great experience, nice perks, enjoy the people I work with.It feel like the direction of the company is all over the place. I like the team that I work with but sometimes our priorities seem to constantly shift while trying to manage a large workload",pos
50,88313420,Great place to work ,Friendly staff lots of benefitsSome long working days occasionally,neg
51,88277353,Best company I’ve ever worked for,"Amazing human beings work there. They interview potential employees not just for relevant job skill and experience, but you also go through core values interviews. They care deeply about what kind of person you are and how you fit culturally. 

They paid 100% of my health insurance, matched 401k, gave significant quarterly credits for Airbnb rentals (I never paid for a stay when traveling abroad while I worked there), and provided exceptional free lunches every day.I’m only upset that I was laid off during the pandemic. I care deeply for this company and my team and I desperately wanted us to make it through the hard times together.",neg
52,88263809,A truly great place to work,"Good benefits, permanent wfh, great cultureLow progression, limited scope of promotions",pos
53,88211671,Good place to work. ,Work life balance is goodI have not encountered anything so far.,neg
54,88211280,Amazing company,Amazing engineers and culture that makes you stayNone that I can think of,pos
55,88166759,Great Work Life Balance !,"Good product, great teams, and awesome CEOGrowing is hard, lot of competition, unclear guidance.",pos
56,88028512,Great,Best company to work with.No cons witnessed so far.,pos
57,87989088,Na,"Benefits, peer support, brand, values, policyPressure, inhuman, no management, no support",neg
58,87930488,Great workplace,"Flexible working hours and many benefits.Less Increments, Less growth opportunities",pos
59,87835843,Best Employer,Work culture and benefits are truly amazingAt times long working hours,neg
60,87829304,Nice company,good work life balance and pay good.might be bad if you working on large launch,neg
61,87814495,Company with great core values and benefits,"- Amazing human values
- A lot of good benefits (Airbnb travel credit, flexibility to work from anywhere...)
- Great professionals to learn from- A lot of constant changes in the org",pos
62,87680645,Review,"Culture is fantastic 
Work is engagingUpword mobility is limited in certain roles",neg
63,87584684,Good perks,"Good perks overall. Work from home or travel around up to 90 days per year per stateWork life balance is quite negative and you’re expected to work across time zones
It’s difficult to get candid feedback",neg
64,87582605,Airbnb host,Independent way to make a livingNot supportive enough when something goes wrong with a guest,neg
65,87530946,The company is no longer a good WLB company,Most of the people in the company are easy to get along with.Toxic working environment due to poor leadership management,neg
66,87463355,Great Company,A fantastic company to work with. Great culture. Employee centric. Great benefits. Permanent remote work.Growth process is little slow.,neg
67,87448831,"Good Culture, Leaders have too much on their","Good Culture, benefits and Salary, the people are brilliant and great opportunities to volunteer and get involved in many different areas if desired.Pace of Change is rapid and it causes some upset among teams but it's also a good thing business wise it just could be managed better. 

Management &amp; Leadership quality varies - most middle managers are too busy to lead or support teams in the best way",pos
68,87444896,Tax Associate,"Pay, perks, remote work, visibility of product and brandTop-down decision making, terrible WLB",neg
69,87414777,Apple with worms,"Pay, perks, remote work, visibility of product and brandTop-down decision making, terrible WLB",neg
70,87414777,Apple with worms,"Pay, perks, remote work, visibility of product and brandTop-down decision making, terrible WLB",neg
71,87354049,Amazing,Salary and additional benefits like travel couponsCareer growth and rotational shifts,neg
72,87342171,Great Work life Balance &amp; Atmosphere.,"Easy-going management.
Supportive team.
Good Pay.Mirrors &amp; Smoke.
Business Owners aren't growth-oriented.
Family-owned small business.
No Health Benefits.
Salary in Cash.",pos
73,87309157,Love working here,"Culture is inviting, had great bosses and the truly practice what they preach.No cons. Truly loved working for the company.",pos
74,87234960,Design at Airbnb,"Great benefits
Energetic community and culture
High standards for designIntense bi-annual release cycle
Centralized decision making",pos
75,86961270,Good,"Onsite opportunities, good health insuranceI can't think of anything as of now",pos
76,86910292,One of the best companies to work for,Good people and learn a lot working thereIt was very hard at the beginning since I started very early on so there was not a lot of structure.,neg
77,86894235,Great Place to Work..We build Great Things,"Inclusivity
Company Culture
Awesome ProductLong Hours
No real path to advancement",pos
78,86873588,Data,"Good culture, benefits, Life balance, promotionThe long term hours working, but efficient",pos
79,86834162,"Great Place to work, but no job security",Company really lives by its values and does everything possible to make their employees feel included and happy.Define KPIs better and make informed decisions while it comes to employee ratings and absolutely no job security.,neg
80,86807731,Operation Manager,"autonomy, vibrant working pase, teammatelimited way of promotion, slow response from HQ",neg
81,86760877,Great company!,"Work is good.
Learnings are good.
Great bunch of people working.Night shifts are a pain.",pos
82,86752072,,work life balance is pretty goodlittle room of promotion and upward,neg
83,86719156,lovely,"lovely place to work, environment is good,managers are motivating,nothing i can think of",pos
84,86677107,Great company to work for,Good compensation and benefits packagesLaunch driven company with top down management,pos
85,86664100,working from home,"Flexibility, travelling to your country and others, work life balance, more time with familyThere is no cons. This policy is brilliant",pos
86,86649512,I was a much better company,"Good Work Life Balance, fully remote and a lot perksLost growth and direction, hired a lot mid management trying to reshape the company, which made the culture much worse, and the management only sucks up to the leadership and have done little to the actual employee.",neg
87,86602529,Great Company to Work With,They take care of all of the advertising and all of the financial side of guests transactions. Their online platform is easy to use for both hosts as well as guests.There is the potential for miscommunication and unresolved issues.,neg
88,86599057,Good,They teach you everything you need to know in order to be a good employerIt can demand too many hours,pos
89,86573342,Not the best,Diverse colleagues and good benefitsEverything else from the management to workload sucks,pos
90,86462446,A great company,"Work from everywhere, huge impactI still not find it",pos
91,86441621,Best place to work,* People in Dublin office is simply amazingNo major cons for the company,neg
92,86410425,Toxic management and work culture,"Remote work
Remote work 
And 
Just thisToxic senior management which neither changes not improves 

Unethical practices like threatening using policies by misrepresenting them 

No account of extra work an employee is asked to do by employer/management 

Metrics/software/policies laid as such that an employee is forced to log out on time however given threshold limit of more than 9 hours of work, almost double triple.

Unavailability of a system/management who ensures employees genuine concerns are not overlooked especially medical and workplace mistreatment related.",neg
93,86396219,nice culture,good and great culture and flexible work locationslow base compared to other companies,neg
94,86389608,Nice process,"Easy work life balance 
Growth 📈 
Less call
Easy process 
Nice peopleAll good 
Good 
Good and good",pos
95,86381795,Depends,Depends on the manager- could be great could be averageNot so much transparency as they say,pos
96,86348490,great company,"Drank the kool aid and loved it.Lots if kinks, it feels like a start up and likely always will",pos
97,86283631,Great company,"I am proud to work here. The company takes good care of employees and is truly interested in building community and connection. Yes, this also happens in a place that is trying to make money for shareholders, but I believe that the underlying intentions are sincereHeadcount is not growing so it takes effort to find internal job opportunities.",pos
98,86160267,Alright,"Nice pay, fun &amp; good cultureSlow processes, no close office ",pos
99,86117966,Great company to work for!,Entrepreneurial team with very engaged managementNo cons to be reported,neg
100,86283631,Great company,"I am proud to work here. The company takes good care of employees and is truly interested in building community and connection. Yes, this also happens in a place that is trying to make money for shareholders, but I believe that the underlying intentions are sincereHeadcount is not growing so it takes effort to find internal job opportunities.",pos
101,86160267,Alright,"Nice pay, fun &amp; good cultureSlow processes, no close office ",pos
102,86117966,Great company to work for!,Entrepreneurial team with very engaged managementNo cons to be reported,neg
103,86082351,Belonging (almost),innovative and willing to take riskinability to tackle social issues that confront the bottom line of the company.,neg
104,86014445,Good mgmt,"People
Flexibility 
Travel
Culture
TransparentCovid
Must be open to agile project mgmt",neg
105,85902688,Great company,Great company to work forNothing that i can think of,pos
106,85897421,More corporate every day,"Benefits 
Remote
Compensation
Travel credits
StockEng leadership
Siloed
Lack of transparency on Eng teams",neg
107,85874868,Great company great management,Culture flexibilité team manager bénéficesDublin Weather is not great,pos
108,85854219,Amazing company and benefits,"- Benefits 
- Inclusive culture 
- Digital nomad work- Difficult to progress and get promoted",neg
109,85712790,Its something,You can be anywhere and manage your propertieson call 24/7. especially when things go wrong in one or more of your properties,neg
110,85694415,Airbnb,Good work environment and managementLaid off due to Covid,neg
111,85666271,awesome place,"I work there for 7 years, and I always felt challenged in a good wayEngineering can be difficult when your CEO is a designer",neg
112,85664680,-,-nice want more work on it-great one for everybody and things,pos
113,85495477,Great company to work for,"high impact work, great ownership for finance.Chaotic org and competing priorities",pos
114,85443480,Lovely place to work,Amazing benefits and team eventsToo big for good communication throughout,pos
115,85421509,amazing,great job and good paylong hours and a lot of work,pos
116,85272841,Short pay,Non benefit compare to othersGood shift work compare to others,neg
117,85265944,Toxic,"Great Pay + Benefits
Interesting Industry 
Potential to work on really cool projectsCulture Culture Culture

They take themselves way too seriously and there is no margin for error. The environment is toxic, oftentimes speaking to people in disrespectful and rude tones. I was literally screamed at and spoken down to as if I was nothing. 

It's very much decision by committee, but the most popular person - not the best idea - wins. I cannot tell you how many times I would advocate for something, have my idea turned down only for leaders to present it as their own idea just a few months later. 

Work/Life balance doesn't exist. Because everyone is remote, they expect you to be available at any and all hours. My boss literally emailed me on Christmas and New Years Eve. It.Never.Stopped. And they would share a firehose of documentation, rarely with context, and by the time you had a chance to review any of it they would have already moved onto the next thing with a whole new set of disorganized documentation - then in the same breath talk about needing to streamline all the documentation. It was like a fire drill orchestrated by an executive with ADHD every single day. Truly maddening. 

They work incredibly fast paced - which can be a great thing - except they don't ever have moments of thoughtful reflection and/or planning to ensure that the work they're so diligently focused on getting out the door is 1) done well or 2) the right thing to be spending resources on in the first place. They pivot so often, you spend most of your time planning, no time deploying, only to have the plans thrown out. 

For being a digitally native company, it's really sad how little they actually understand about digital best practices and getting data on anything is like pulling teeth.",neg
118,85201642,Great Company,"payment on time, and great customer serviceyou may face language barrier",pos
119,85181402,Dynamic Work Environment Fostering Growth and Innovation,"Collaborative Culture: Airbnb fosters a culture of collaboration where teams work together seamlessly, fostering creativity and innovation.
Flexibility: The flexibility to work remotely has been a game-changer, allowing for a better work-life balance and the ability to tailor my schedule to my needs.
Growth Opportunities: The company provides ample opportunities for professional growth and development through training programs, mentorship, and challenging projects.
Mission-Driven: Being part of a company with a clear mission to create memorable experiences for guests and hosts around the world is incredibly rewarding and motivating.Remote Onboarding: For new employees, starting remotely can be challenging as it lacks the hands-on experience and immediate support that an in-person onboarding process would provide.

Limited Social Interaction: Building relationships with colleagues can be more challenging when working remotely, which may impact team cohesion and camaraderie.

Communication Challenges: Working from home can sometimes lead to communication barriers, especially for those who thrive on face-to-face interactions.",neg
120,85069999,Strong Business,"-Friendly Culture
-Great Coworkers
-Location Flexibility-Limited travel budgets
-Competition for resources",pos
121,85003626,Good Place Slow Growth,"Airbnb Provides Flexibility, Culture, PerksSlow Growth &amp; promotions. India Office is treated as a BPO by headoffice when it is not. Hurdling your growth and opportunities.",neg
122,84850849,Great culture,"great place to work &amp; culturesmanagers lazy, trying to recover from covid.",neg
123,84831941,Outdated,"Perks, goodies and little bit of credit to stay at Airbnbs.Outdated processes, very waterfall, high demand/pace with not enough employees. Not the most competitive pay. Bad managers get away with a lot in a remote environment.",neg
124,84815365,positive experience,"team, position, dynamic working environmentlittle flexibility over schedule for part time",neg
125,84807168,Great entry level no growth,"fun coworkers
decent perks
travel credit a big highlightpoor salary relative to other geo areas
no career growth outside 1-2 management levels",neg
126,84763552,Great company,"- Great culture
- Great product environment across design and engineering- Battle of incentives across teams",pos
127,84645779,Unrealized potential,"Mission/aspiration, core values, people, business model and cash flowGetting things done is almost never easy. Internal process is undervalued and thus not designed (i.e., streamlined, simplified).",neg
128,84591927,Great Company &amp; Leadership trying to scale,"Live &amp; Work Anywhere
Great company that hasn't reached it's ceiling.
Excellent leadership team, starting with the CEO.Still figuring out how to scale, at times a bit clumsily.
Too many decisions require CEO approval",pos
129,84589031,Great place to work,"Great benefits, inspiring mission, fulfilling workNothing negative to say here",pos
130,84553110,Good company to work for,Amazing company with amazing perksNo cons as per me,pos
131,84505488,Looking for employer,"Looking for employer for virtual assistantLow salary, and having 9 hours in office",neg
132,84497533,Life at Airbnb,"Competitive pay, talented employees, well-defined company priorities.Instability in leadership ranks; too much managing up. No real cultural identity anymore.",neg
133,84469015,No CONS,"Best place to work, employee centric, good salary and perksFor me none as all was great.",pos
134,84409917,Great Company,"Great people and culture. 
Flexible workingNone that I can think of",pos
135,84347619,Super host-loving it!,"Work from home, customer relations. A lot of filtering request.",neg
136,84310839,Good company,Nothing I can recall atmSalary and benefits are good,pos
137,84288201,"Good Benefits, poor processes","The company offers very competitive employee benefits and promotes a culture of work-life balance (though falls a bit short with many evening &amp; late night calls- see cons). Many resources are made available to encourage volunteering in the community and awareness to diversity.Company offers limited career growth opportunities for employees based outside of the US. Few options for internal movement within the company, particularly outside of the US. Much of the cultural, diversity &amp; belonging engagement focuses on US examples &amp; US experiences. The widely published ""Work from Anywhere"" benefit is very restricted when employees are based outside the US. Frequent evening and late night calls for employees based outside of the US to accommodate the calendars of US-based colleagues &amp; stakeholders.",neg
138,84259392,WLB,"pay is good, benefits also goodI have not seen any till now",pos
139,84197535,best job best team best company,"you are surrounded by smart genuine people who are doing fantastic things. Beautiful culture.
flexible in terms of hours, really good salaries !you really need to work super hard to grow",pos
140,84171572,"Great company, great culture, great benefits, limited upward mobility","I worked with the most amazing, talented, empathetic teammates in the company as Airbnb emphasizes core values greatly in the recruitment process. Even though it is a big company, I had a chance at working on different projects that made my tenure really interesting and provided me with ample challenges to grow and learn. There's opportunities to travel for work too and lots of social activities for the employees. People generally are for each other.

The benefits are amazing, and you can work remotes 100% of the time. You can also choose to work in an office.Upward and cross-functional mobility is really difficult as much of those opportunities are in Europe and North America. There's not much in APAC. They prefer to hire externally, which is unfortunate for those who have been loyal to the company for a long time.",neg
141,84041613,Great,Great office. Such great colleaguesThey can have a somewhat low salary,pos
142,84041021,great place to work,"good office, okay comp plan, nice teamnot much place to grow",pos
143,84026772,Receiving guests,Sole aim on hosting clientsStubborn client are very hard to deal with,neg
144,84012027,nice accomodation,good accommodation and very good servicenothing to say. all goods,pos
145,83996604,Not enough pay for the amount of work vs metrics,"Work from home
Most training is easy
You can move up quickly(when it benefits company)
-Gave us an unlimited vacation contract, regardless if no PTO, as long as we requested it correctly
-Understanding of home/family life
-Great coworkers and team leads(hey are underpaid as well)-Workload is too much during peak season
-After my first few weeks they changed PTO accrual to only receiving 40 PTO hrs per 6 months
-We got shuffled around a lot before we had a lead(we were guinea pigs)
-Will abruptly change you to a different team or line of business(went from Resolutions 1 to 2 to Claims Specialist)
-After becoming Claims specialist company used myself and others to clear their backlog then laid us off. To add insult to injury I was laid off at the time i was supposed to receive my annual raise. Instead the offered us a different job within the company but that didn't come with my annual raise....mental health shattered as I was so happy to be at work that day and just had a great talk with my Team lead.",pos
146,83864281,host,"Good work to life balanceHighly competitive area, requires creative thinking / hosting",pos
147,83864230,It‘s a nice experience,We have nice relationships and good vibe workThere is some pressure sometimes but we deal with it of course,pos
148,83834979,Good people,"Culture is amazing, managers are friendly.None by the time I stayed there.",pos
149,83831142,Good company,"Stocks
Live and Work Anywhere Allowance
Education Allowance
Yearly Bonus
Maternity and a very generous Paternity leave
Travel credits
Baby Creche facility in Gurugram and Bengaluru 
Insurance for self and familyIt all depends on your reporting manager. If you are lucky enough, you'll be good. No cons when it comes to the company. Getting a promotion is a bit difficult as many things come into play. It's not just your performance, but it is also the business requirement.",neg
150,83812755,Great company to work for,Great wlb if that’s what you’re looking forNot a lot of new initiatives,pos
151,83806667,Positive experience !,"Offers lots of benefits and remote workEverything is well organized, good experience overall",neg
152,83770792,Toxic Leadership,"Great co-workers, interesting space to work inTerrible leadership in Operations .",pos
153,83694036,Wonderful platform,"Airbnb is all around an amazing place of business. They have really figured it out. Satisfaction of guests and hosts. Customer Service is always quick to respond.The only con is one that is not necessary one that can be put at fault by Airbnb. More so, host location. Depending on where you host, there will be busy seasons and slow seasons. Doing research and planning properly is key.",neg
154,83658053,"Good employer, would recommend","- great benefits
- work remotely from anywhere
- good culture- can have a start-up feel (which is a pro or a con depending on the day)",pos
155,83571140,Great place to work,Welcoming company where you really feel like you belongOccasional late meetings due to US sync,neg
156,83494437,So good,"Wah, you can improve your understanding because you spoke with people of the whole word.The salary, I’m looking for a higher salary",neg
157,83428904,Great work environment with many challenges,"Very inclusive, and full of smart people to learn from. Great benefits and vacation pay.Constantly changing environment can be difficult to follow",neg
158,83412922,Great company culture!,"- Good management
- Good mission / culture
- Amazing colleagues who want to see you succeed- Required to work on weekends and evenings",pos
159,83390576,great experience,great work life time balanceno negatives experience to include,neg
160,83215097,"Brilliant People, Difficult Culture","Working with incredible people, an authentic brand, and a dedicated environment for growth.Decision making, lack of process and organization, lack of direction",pos
161,83172817,Horrible inexperienced management. Real bad on wlb.,Good to put on resumeManagers who have no idea what they are doing and want to just claim credit. No care for investing in individual needs.,neg
162,83131128,"Stripped of culture, barren of joy","Remote flexibility 
Good benefits package
Positive, well intentioned peers
Passive focus on cultureConstant virtue signaling
Inexperienced and directionless leadership.
Constant Re-Orgs
Over-reliance on contractor and off-shore labor driven by cost cutting.
Tiered and siloed organizational structure",neg
163,83029939,Good place to work,"WFH, Flexible and Approachable managementNo bad reviews as of now",neg
164,82906365, Nothing to report,"Good leadership, good perks, great coworkersAlways rebuilding foundational stack with lot of migrations",pos
165,82865247,Less work and great remuneration ,"The process is extremely easy and your work will be less hectic as compared to other companies since it is a travel and accommodations related company and you have to just mediate. 

Company provides good salary as compared to market rate along with meals and a travel coupon every 6 months(twice a year). 

During any occasion they outsource catering and the food is really tasty so do not miss any occasion if you are a foodie.

The shift timings were appropriate although rotational but manageable.

If you are lucky enough and get hired on their direct payroll you may get work from home.HR department is the worst department as compared to any company in this industry. They will find different ways to deduct salaries at times. 
Happy hours are a way to ruin the day of those who are non drinkers and non smokers or who are pure vegetarians. 
Their should a different section for the ones who eat veg and for the ones who eat non veg but there wasn't any. 
Politics is an important aspect. The ones who are actually performing and gave constantly great performance were not given ideal positions to climb the leadership ladder. They would give positions to husband's and wives, boyfriends and girlfriends even when they are not performing because they were behaving good in parties and socially accepted by the ones who like buttering.

Equality is only in papers. 

Beware of HR and do not try to get involved in anybody's matters even if your intention is good and you wish to help and they say it won't affect you. 

The cab facility is for one side only.

There is no one to help you if you get unwell in the company as there is no doctor and no medical facility available. There is a rest room though but you will find nobody to help.",neg
166,82811804,Great Company,"Flexible
Great Work Culture
SalaryNeed to Arrange some outing",pos
167,82703003,Not recommended for the people who want to really develop themselves,"Good benefits , flexible location and working hoursDon't like the company environment that the people don't concentrate on the real business but gossiping and political things.",neg
168,82607451,Good environnement ,"Good environment, multicultural, respectful peopleLow payment and kpis need to be revised",pos
169,82585672,Great place to work,"remote work option
good salarysometimes can be high pressure
top down",pos
170,82571403,not applicable,"- good culture, people and food, remote work- better management is highly critical",neg
171,82521335,Awesome place to work,"Work life balance, healthy environment, lots of benefits and growth potential, work from homeBase pay can be a but higher but overall compensation+ benefits is good",neg
172,82511576,Excelente,"Receive a promotions sooner than I was expectedI want to grow more, but was not possible because I moved to other country",neg
173,82436029,awesome benefits,no incentives issue; get great travel benefitsKPI's are very strict need to be little sober,neg
174,82383806,Becoming toxic ,Remote work flexibility. Good offices.Worked there for 6 years. Used to be a really positive place to work but recently upper management has been becoming increasingly more toxic and less competent. A real shame.,neg
175,82301386,Great balance of private and working life,"-plenty of time off
-core values
-opportunities
-flexibility
--offer a lower salary than the competitors",neg
176,82293480,Be a Host and you'll fit right in.,The culture in Airbnb is very open and kind. Any semblance of being rude and condescending is seen as being unprofessional and not a team player. You will need to be kind at all times and because you will never know what feedback you will receive from your co-workers. Working cross functionally will be an exposure to so many projects where you will learn a lot about Airbnb. Always contribute what you know and you will be rewarded!Sometimes people can be onion skinned so be very wary on how you approach people within the company specially if it is a cross functional interaction. You don't want to rub off a wrong attitude towards others.,neg
177,82229772,Great company culture,A nice company with long-term growth potential.Twice-a-year release cycle could be stressful for some teams.,pos
178,82199375,"Good place, contractors only",Easy work. Short term. Nice perksContractor only for entry level jobs.,pos
179,82150786,good,good and helpful for employeeeverything is good here for employee,pos
180,82132398,good company but has problem,very chill working environment and co-works are nicethere is little career progress here,neg
181,82069382,Changing but still positive,"Very good benefits, pay and relative job securityCopying service design from companies that are not related to airbnb will result in some headwinds - we are not Apple",neg
182,82050811,Toxic and highly political,"Some people are nice, high calibre and actually care about the business. Benefits are good, better than most companies.Bad middle management and leadership. Highly political environment, with all decisions made in headquarters. Top down and uninspirational colleagues - some have been with the company for 5+ years and have become toxic / lost work ethic",pos
183,82026246,Freelance Work,Set my own schedule weeklyThe work can be inconsistent.,neg
184,81947309,Would come back,"Healthy cost strategies and balance, keeping headcount flat and focusing on scalability. 
Forward looking, adapting to AI technologies.Remote work gives flexibility but also loses that human touch",neg
185,81834160,Greatest Company Ever,"Great Culture, People, Purpose Good internal mobility Great benefitsSome managers have been there for too long. Need to clean house or repurpose to get new thinking and ideas in place.",pos
186,81736339,Great Culture,"No work pressure, office culture is really good, no internal politics observed.Average pay, there are other companies in the market which pay double of what's paid here for similar profile.",neg
187,81724495,"Amazing team, pay, and interesting problems","Working with cutting edge tech, driven and reliable teammates, top pay, amazing wfh benefitsAs good as you’re going to get working in tech",pos
188,81617826,Self imposed chaos,"- Good people for the most part, slowly losing culture though - Good compensation - Work anywhere flexibility for those who can take advantage of it- Top heavy decision making - Direction can change on a whim - Long hours if working on company launches - Unnecessarily complicated",neg
189,81564434,Overall amazing culture,"great culture, fantastic initiatives and ceoslow progression, grew slightly too quickly without structure",pos
190,81515144,Pathetic company,Not even a single word for praisingNo work life balance No feedback’s No meetings Monotonous work,neg
191,81501279,Mixed Opinion,- Travel working environment - Pay and incentives - Regular growthTeams change regularly Ideas to improve looked down upon Sr. management politics,neg
192,81495440,Great,"Good experience overall, some hiccupsWish they brought back guest visits for morale purposes",neg
